pmcid,keyword_raw,keyword_normalised,licence_code
PMC12813296,eastern india,eastern india,by
PMC12813296,glycemic control,glycemic control,by
PMC12813296,hepatic steatosis (masld),hepatic steatosis (masld),by
PMC12813296,hypercholesterolemia,hypercholesterolemia,by
PMC12813296,metabolic-associated fatty liver disease,metabolic-associated fatty liver disease,by
PMC12813296,metabolic dysfunction-associated steatotic liver disease,metabolic dysfunction-associated steatotic liver disease,by
PMC12813296,non-alcoholic fatty liver disease,non-alcoholic fatty liver disease,by
PMC12813296,obesity,obesity,by
PMC12813296,prevalence,prevalence,by
PMC12813296,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12820903,cardiac complications,cardiac complications,by
PMC12820903,coronary artery disease,coronary artery disease,by
PMC12820903,diabetes mellitus,diabetes mellitus,by
PMC12820903,diabetic cardiomyopathy,diabetic cardiomyopathy,by
PMC12820903,diastolic dysfunction,diastolic dysfunction,by
PMC12805598,anaerobic infection,anaerobic infection,by
PMC12805598,bacteroides fragilis,bacteroides fragilis,by
PMC12805598,cardiopulmonary resuscitation,cardiopulmonary resuscitation,by
PMC12805598,chest wall microtrauma,chest wall microtrauma,by
PMC12805598,hematogenous spread,hematogenous spread,by
PMC12805598,immunocompromised host,immunocompromised host,by
PMC12805598,sternoclavicular osteomyelitis,sternoclavicular osteomyelitis,by
PMC12803495,continuous positive airway pressure,continuous positive airway pressure,by
PMC12803495,diabetes,diabetes,by
PMC12803495,glycated hemoglobin,glycated hemoglobin,by
PMC12803495,glycemic control,glycemic control,by
PMC12803495,obstructive sleep apnea,obstructive sleep apnea,by
PMC12800709,glycated hemoglobin a,glycated hemoglobin a,by
PMC12800709,insulin resistance,insulin resistance,by
PMC12800709,outcome,outcome,by
PMC12800709,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12800709,vitamin d deficiency,vitamin d deficiency,by
PMC12813546,Ultrasound,ultrasound,by
PMC12813546,Type 2 diabetic mellitus,type 2 diabetic mellitus,by
PMC12813546,MASLD,masld,by
PMC12813546,Uncontrolled diabetes,uncontrolled diabetes,by
PMC12813546,Controlled diabetes,controlled diabetes,by
PMC12813546,BMI,bmi,by
PMC12822169,acetylcholine receptor antibody,acetylcholine receptor antibody,by
PMC12822169,bulbar symptoms,bulbar symptoms,by
PMC12822169,elderly patient,elderly patient,by
PMC12822169,late-onset myasthenia,late-onset myasthenia,by
PMC12822169,myasthenia gravis,myasthenia gravis,by
PMC12822169,neuromuscular junction disorder,neuromuscular junction disorder,by
PMC12822169,ocular myasthenia,ocular myasthenia,by
PMC12822169,speech disorders,speech disorders,by
PMC12822169,stroke mimic,stroke mimic,by
PMC12822169,unilateral ptosis,unilateral ptosis,by
PMC12824426,bangladesh,bangladesh,by
PMC12824426,chadox1 ncov-19 vaccine,chadox1 ncov-19 vaccine,by
PMC12824426,covid-19,covid-19,by
PMC12824426,covid-19 vaccination,covid-19 vaccination,by
PMC12824426,covishield vaccine,covishield vaccine,by
PMC12824426,humoral immune response,humoral immune response,by
PMC12824426,reciever operating characteristic (roc) curve,reciever operating characteristic (roc) curve,by
PMC12812222,c-reactive protein (crp),c-reactive protein (crp),by
PMC12812222,flexor sheath infections,flexor sheath infections,by
PMC12812222,hand infection,hand infection,by
PMC12812222,infection control measures,infection control measures,by
PMC12812222,orthopedic hand surgery,orthopedic hand surgery,by
PMC12812222,paronychia,paronychia,by
PMC12812222,upper limb infections,upper limb infections,by
PMC12812222,wbc,wbc,by
PMC12824465,elderly patient,elderly patient,by
PMC12824465,hydrocephalus,hydrocephalus,by
PMC12824465,post-hemorrhagic hydrocephalus,post-hemorrhagic hydrocephalus,by
PMC12824465,post-obstructive hydrocephalus,post-obstructive hydrocephalus,by
PMC12824465,spontaneous resolution,spontaneous resolution,by
PMC12811991,ballon kyphoplasty,ballon kyphoplasty,by
PMC12811991,lumbar spine,lumbar spine,by
PMC12811991,seizure-induced spinal fractures,seizure-induced spinal fractures,by
PMC12811991,tonic-clonic seizure,tonic-clonic seizure,by
PMC12811991,vertebral compression fractures,vertebral compression fractures,by
PMC12809190,cardiac neoplasm,cardiac neoplasm,by
PMC12809190,cardioembolic stroke,cardioembolic stroke,by
PMC12809190,echocardiography,echocardiography,by
PMC12809190,hajj and umrah,hajj and umrah,by
PMC12809190,left atrial myxoma,left atrial myxoma,by
PMC12809190,mass gathering medicine,mass gathering medicine,by
PMC12809190,pulseless electrical activity arrest,pulseless electrical activity arrest,by
PMC12809190,transthoracic and transesophageal echocardiography,transthoracic and transesophageal echocardiography,by
PMC12812319,anterior circulation ischemic stroke,anterior circulation ischemic stroke,by
PMC12812319,functional outcome,functional outcome,by
PMC12812319,ischemic stroke,ischemic stroke,by
PMC12812319,posterior circulation ischemic stroke,posterior circulation ischemic stroke,by
PMC12812319,risk factors,risk factors,by
PMC12812291,caudal regression sequence,caudal regression sequence,by
PMC12812291,maternal diabetes mellitus,maternal diabetes mellitus,by
PMC12812291,mermaid syndrome,mermaid syndrome,by
PMC12812291,neonatal palliative care,neonatal palliative care,by
PMC12812291,sirenomelia,sirenomelia,by
PMC12822516,capmatinib,capmatinib,by
PMC12822516,met exon 14 skipping mutation,met exon 14 skipping mutation,by
PMC12822516,non–small cell lung cancer,non–small cell lung cancer,by
PMC12822516,oligometastatic,oligometastatic,by
PMC12822516,stereotactic radiotherapy,stereotactic radiotherapy,by
PMC12790400,anxiety,anxiety,by
PMC12790400,depression,depression,by
PMC12790400,diabetes distress,diabetes distress,by
PMC12790400,diabetes mellitus,diabetes mellitus,by
PMC12790400,psychological distress,psychological distress,by
PMC12791181,chronic kidney disease,chronic kidney disease,by
PMC12791181,empagliflozin,empagliflozin,by
PMC12791181,heart failure,heart failure,by
PMC12791181,physician perceptions,physician perceptions,by
PMC12791181,sglt2 inhibitors,sglt2 inhibitors,by
PMC12791181,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12795397,children,children,by
PMC12795397,executive function,executive function,by
PMC12795397,hba1c variability,hba1c variability,by
PMC12795397,neurocognitive decline,neurocognitive decline,by
PMC12795397,type 1 diabetes,type 1 diabetes,by
PMC12790610,coronary artery bypass grafting (cabg),coronary artery bypass grafting (cabg),by
PMC12790610,length of hospital stay,length of hospital stay,by
PMC12790610,obesity,obesity,by
PMC12790610,risk factors,risk factors,by
PMC12790610,surgical site infections (ssis),surgical site infections (ssis),by
PMC12795622,bmi,bmi,by
PMC12795622,obesity,obesity,by
PMC12795622,overweight,overweight,by
PMC12795622,pancreatic cancer,pancreatic cancer,by
PMC12795622,pancreatitis,pancreatitis,by
PMC12789710,glp-1/gip therapy,glp-1/gip therapy,by
PMC12789710,glycemic control,glycemic control,by
PMC12789710,small bowel obstruction,small bowel obstruction,by
PMC12789710,tirzepatide,tirzepatide,by
PMC12789710,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12790493,autonomic nervous system,autonomic nervous system,by
PMC12790493,cardiovascular diseases,cardiovascular diseases,by
PMC12790493,heart rate variability,heart rate variability,by
PMC12790493,hypertension,hypertension,by
PMC12790493,metabolic syndrome,metabolic syndrome,by
PMC12797277,in-hospital outcomes,in-hospital outcomes,by
PMC12797277,no-reflow,no-reflow,by
PMC12797277,primary pci,primary pci,by
PMC12797277,slow flow,slow flow,by
PMC12797277,st-segment elevation myocardial infarction,st-segment elevation myocardial infarction,by
PMC12797277,thrombus burden,thrombus burden,by
PMC12797277,timi flow,timi flow,by
PMC12794424,alzheimer's disease,alzheimer's disease,by
PMC12794424,cardiovascular prevention,cardiovascular prevention,by
PMC12794424,coffee consumption,coffee consumption,by
PMC12794424,diabetes mellitus type 2,diabetes mellitus type 2,by
PMC12794424,liver cirrhosis,liver cirrhosis,by
PMC12794424,oncology,oncology,by
PMC12794424,preventive nephrology,preventive nephrology,by
PMC12793644,diabetes type 2,diabetes type 2,by
PMC12793644,diabetic dyslipidemia,diabetic dyslipidemia,by
PMC12793644,glycosylated haemoglobin (hba1c),glycosylated haemoglobin (hba1c),by
PMC12793644,lipid-profile,lipid-profile,by
PMC12793644,saroglitazar,saroglitazar,by
PMC12798761,catamenial dka,catamenial dka,by
PMC12798761,diabetic ketoacidosis,diabetic ketoacidosis,by
PMC12798761,hormonal insulin resistance,hormonal insulin resistance,by
PMC12798761,menstrual cycle,menstrual cycle,by
PMC12798761,type 1 diabetes,type 1 diabetes,by
PMC12799295,25 (oh) vitamin d,25 (oh) vitamin d,by
PMC12799295,benign paroxysmal positional vertigo,benign paroxysmal positional vertigo,by
PMC12799295,canalith repositioning,canalith repositioning,by
PMC12799295,peripheral vertigo,peripheral vertigo,by
PMC12799295,vitamin d serum level,vitamin d serum level,by
PMC12791183,empagliflozin,empagliflozin,by
PMC12791183,glp-1,glp-1,by
PMC12791183,masld,masld,by
PMC12791183,sglt2 inhibitors,sglt2 inhibitors,by
PMC12791183,t2dm,t2dm,by
PMC12795304,computed tomography pulmonary angiography,computed tomography pulmonary angiography,by
PMC12795304,endovascular embolization,endovascular embolization,by
PMC12795304,massive hemoptysis,massive hemoptysis,by
PMC12795304,pseudoaneurysm,pseudoaneurysm,by
PMC12795304,pulmonary tuberculosis,pulmonary tuberculosis,by
PMC12795304,rasmussen’s aneurysm,rasmussen’s aneurysm,by
PMC12790100,baltic sea,baltic sea,by
PMC12790100,bullous cellulitis,bullous cellulitis,by
PMC12790100,sepsis,sepsis,by
PMC12790100,shewanella algae infection,shewanella algae infection,by
PMC12790100,type 2 diabetes,type 2 diabetes,by
PMC12794942,antibiotic resistance,antibiotic resistance,by
PMC12794942,diabetes,diabetes,by
PMC12794942,environmental health,environmental health,by
PMC12794942,myroides odoratimimus,myroides odoratimimus,by
PMC12794942,vascular disease,vascular disease,by
PMC12794942,wound infection,wound infection,by
PMC12798166,acute coronary syndrome,acute coronary syndrome,by
PMC12798166,diabetes mellitus,diabetes mellitus,by
PMC12798166,hypertension,hypertension,by
PMC12798166,peripheral arterial disease,peripheral arterial disease,by
PMC12798166,retinal diseases,retinal diseases,by
PMC12798166,stroke,stroke,by
PMC12790827,central nervous system infection,central nervous system infection,by
PMC12790827,diabetes mellitus,diabetes mellitus,by
PMC12790827,family medicine,family medicine,by
PMC12790827,intracranial infection,intracranial infection,by
PMC12790827,mastoiditis,mastoiditis,by
PMC12790827,otitis externa,otitis externa,by
PMC12790827,otogenic brain abscess,otogenic brain abscess,by
PMC12790827,tegmen tympani defect,tegmen tympani defect,by
PMC12790827,temporal lobe abscess,temporal lobe abscess,by
PMC12790827,wernicke’s aphasia,wernicke’s aphasia,by
PMC12786623,acute renal failure and hemodialysis in icu,acute renal failure and hemodialysis in icu,by
PMC12786623,anastomosed vessel pathology,anastomosed vessel pathology,by
PMC12786623,chronic kidney disease (ckd),chronic kidney disease (ckd),by
PMC12786623,continuous hemodiafiltration,continuous hemodiafiltration,by
PMC12786623,flap necrosis,flap necrosis,by
PMC12786623,head and neck cancer (hnc),head and neck cancer (hnc),by
PMC12786623,head and neck surgery with free flap reconstruction,head and neck surgery with free flap reconstruction,by
PMC12786623,postoperative complications,postoperative complications,by
PMC12786623,­reconstructive surgery,­reconstructive surgery,by
PMC12786623,thrombosis,thrombosis,by
PMC12784043,COVID-19; Diabetes,covid-19; diabetes,by
PMC12784043,gestational; Clinical Trials; Computer security,gestational; clinical trials; computer security,by
PMC12790255,acute coronary syndrome,acute coronary syndrome,by
PMC12790255,angiographic severity,angiographic severity,by
PMC12790255,coronary artery disease (cad),coronary artery disease (cad),by
PMC12790255,ischemic heart disease (ihd),ischemic heart disease (ihd),by
PMC12790255,neutrophil to lymphocyte ratio (nlr),neutrophil to lymphocyte ratio (nlr),by
PMC12790255,syntax score,syntax score,by
PMC12786628,adolescents,adolescents,by
PMC12786628,early-onset diabetes,early-onset diabetes,by
PMC12786628,insulin resistance,insulin resistance,by
PMC12786628,obesity,obesity,by
PMC12786628,β-cell dysfunction,β-cell dysfunction,by
PMC12784311,insulin resistance,insulin resistance,by
PMC12784311,obesity and diabetes,obesity and diabetes,by
PMC12784311,pcos and metabolic syndrome,pcos and metabolic syndrome,by
PMC12784311,polycystic ovarian syndrome (pcos),polycystic ovarian syndrome (pcos),by
PMC12784311,type 2 diabetes mellitus (dm),type 2 diabetes mellitus (dm),by
PMC12783929,community obesity,community obesity,by
PMC12783929,lifestyle intervention,lifestyle intervention,by
PMC12783929,semaglutide,semaglutide,by
PMC12783929,“tirzepatide”,“tirzepatide”,by
PMC12783929,weight loss and obesity,weight loss and obesity,by
PMC12783931,diabetes mellitus management,diabetes mellitus management,by
PMC12783931,diabetes self-care,diabetes self-care,by
PMC12783931,lifestyle behavior,lifestyle behavior,by
PMC12783931,lifestyle behavior self-care practices,lifestyle behavior self-care practices,by
PMC12783931,non-communicable disease,non-communicable disease,by
PMC12783931,non-communicable disease clinic,non-communicable disease clinic,by
PMC12783931,summary of diabetic self-care activities (sdsca) tool,summary of diabetic self-care activities (sdsca) tool,by
PMC12783931,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12781018,diabetes,diabetes,by
PMC12781018,revascularization,revascularization,by
PMC12781018,percutaneous coronary intervention,percutaneous coronary intervention,by
PMC12781018,drug-eluting stent,drug-eluting stent,by
PMC12781018,drug-coated balloon,drug-coated balloon,by
PMC12766339,cardiovascular disease,cardiovascular disease,by
PMC12766339,nephropathy,nephropathy,by
PMC12766339,nice guidelines,nice guidelines,by
PMC12766339,primary prevention,primary prevention,by
PMC12766339,retinopathy,retinopathy,by
PMC12766339,statin therapy,statin therapy,by
PMC12766339,type 1 diabetes mellitus,type 1 diabetes mellitus,by
PMC12780812,adipocytokines,adipocytokines,by
PMC12780812,adiponectin,adiponectin,by
PMC12780812,c-reactive protein,c-reactive protein,by
PMC12780812,il-6,il-6,by
PMC12780812,inflammation,inflammation,by
PMC12780812,lean diabetes,lean diabetes,by
PMC12780812,leptin,leptin,by
PMC12780812,northeast india,northeast india,by
PMC12780812,phenoeindy-2,phenoeindy-2,by
PMC12172221,GDF-15,gdf-15,by
PMC12172221,diagnostic marker,diagnostic marker,by
PMC12172221,prognostic marker,prognostic marker,by
PMC12172221,therapeutic target,therapeutic target,by
PMC12172221,cellular functions,cellular functions,by
PMC12172221,molecular functions,molecular functions,by
PMC12172221,cardiovascular-kidney-metabolic syndrome,cardiovascular-kidney-metabolic syndrome,by
PMC12765050,adhesive capsulitis,adhesive capsulitis,by
PMC12765050,diabetic frozen shoulder,diabetic frozen shoulder,by
PMC12765050,frozen shoulder,frozen shoulder,by
PMC12765050,hydrodilatation,hydrodilatation,by
PMC12765050,rotator cuff tears,rotator cuff tears,by
PMC12764281,diabetes mellitus,diabetes mellitus,by
PMC12764281,diabetic retinopathy,diabetic retinopathy,by
PMC12764281,diabetics,diabetics,by
PMC12764281,lifestyle factors,lifestyle factors,by
PMC12764281,non-diabetics,non-diabetics,by
PMC12750961,cardiology research,cardiology research,by
PMC12750961,cardiovascular disease,cardiovascular disease,by
PMC12750961,dapagliflozin,dapagliflozin,by
PMC12750961,empagliflozin,empagliflozin,by
PMC12750961,heart failure,heart failure,by
PMC12750961,sodium-glucose cotransporter 2 inhibitor,sodium-glucose cotransporter 2 inhibitor,by
PMC12750961,systematic review and meta analysis,systematic review and meta analysis,by
PMC12756682,amyloidosis,amyloidosis,by
PMC12756682,cardiac amyloidosis,cardiac amyloidosis,by
PMC12756682,echocardiography findings cardiac amyloidosis,echocardiography findings cardiac amyloidosis,by
PMC12756682,heart failure with preserved ejection fraction (hfpef),heart failure with preserved ejection fraction (hfpef),by
PMC12756682,infiltrative disease,infiltrative disease,by
PMC12754366,Keywords: intellectual disability,keywords: intellectual disability,by
PMC12754366,type 2 diabetes,type 2 diabetes,by
PMC12754366,self-management,self-management,by
PMC12754366,education programme,education programme,by
PMC12754366,HbA1c,hba1c,by
PMC12754366,randomised controlled trial.,randomised controlled trial.,by
PMC12754560,antitubercular therapy,antitubercular therapy,by
PMC12754560,bronchopulmonary fistula (bpf),bronchopulmonary fistula (bpf),by
PMC12754560,conservative management,conservative management,by
PMC12754560,hydropneumothorax,hydropneumothorax,by
PMC12754560,mycobacterium tuberculosis (mtb),mycobacterium tuberculosis (mtb),by
PMC12755863,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC12755863,insulin resistance,insulin resistance,by
PMC12755863,mediterranean diet,mediterranean diet,by
PMC12755863,nutrition,nutrition,by
PMC12755863,pregnancy,pregnancy,by
PMC12754808,autoimmune thyroid disease,autoimmune thyroid disease,by
PMC12754808,glp-1 receptor agonists,glp-1 receptor agonists,by
PMC12754808,graves’ disease,graves’ disease,by
PMC12754808,hashimoto thyroiditis,hashimoto thyroiditis,by
PMC12754808,immunometabolism,immunometabolism,by
PMC12754808,obesity,obesity,by
PMC12754808,semaglutide,semaglutide,by
PMC12754808,thyroid autoimmunity,thyroid autoimmunity,by
PMC12754808,tirzepatide,tirzepatide,by
PMC12750478,dysgeusia,dysgeusia,by
PMC12750478,gustatory dysfunction,gustatory dysfunction,by
PMC12750478,pre-diabetes,pre-diabetes,by
PMC12750478,taste perception,taste perception,by
PMC12750478,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12754821,diabetic peripheral neuropathy (dpn),diabetic peripheral neuropathy (dpn),by
PMC12754821,drop-foot,drop-foot,by
PMC12754821,eosinophilic granulomatosis with polyangiitis (egpa),eosinophilic granulomatosis with polyangiitis (egpa),by
PMC12754821,plasmapheresis treatment,plasmapheresis treatment,by
PMC12754821,pulmonary hemorrhage,pulmonary hemorrhage,by
PMC12765514,adverse drug reactions,adverse drug reactions,by
PMC12765514,comorbidities,comorbidities,by
PMC12765514,elderly,elderly,by
PMC12765514,naranjo algorithm,naranjo algorithm,by
PMC12765514,outpatient care,outpatient care,by
PMC12765514,polypharmacy,polypharmacy,by
PMC12751087,energy balance,energy balance,by
PMC12751087,glucose homeostasis,glucose homeostasis,by
PMC12751087,hypothalamus,hypothalamus,by
PMC12751087,neural circuits,neural circuits,by
PMC12751087,obesity,obesity,by
PMC12747464,comorbidity,comorbidity,by
PMC12747464,diabetes mellitus,diabetes mellitus,by
PMC12747464,elderly patients,elderly patients,by
PMC12747464,glycemic control,glycemic control,by
PMC12747464,insulin pump therapy,insulin pump therapy,by
PMC12747464,patient care,patient care,by
PMC12751036,diagnostic accuracy,diagnostic accuracy,by
PMC12751036,impaired glucose tolerance,impaired glucose tolerance,by
PMC12751036,impaired fasting glucose,impaired fasting glucose,by
PMC12751036,microRNA,microrna,by
PMC12751036,miRNA,mirna,by
PMC12751036,metaanalysis.,metaanalysis.,by
PMC12751036,obesity,obesity,by
PMC12751036,prediabetes,prediabetes,by
PMC12751036,ROC,roc,by
PMC12751036,sensitivity,sensitivity,by
PMC12751036,specificity,specificity,by
PMC12744856,acute gi bleed,acute gi bleed,by
PMC12744856,duodenal ischemia,duodenal ischemia,by
PMC12744856,non-occlusive mesenteric ischemia,non-occlusive mesenteric ischemia,by
PMC12744856,post kidney transplant,post kidney transplant,by
PMC12744856,type 1 diabetes mellitus (t1d),type 1 diabetes mellitus (t1d),by
PMC12744684,bullous pemphigoid,bullous pemphigoid,by
PMC12744684,case report,case report,by
PMC12744684,dupilumab,dupilumab,by
PMC12744684,kuwait,kuwait,by
PMC12744684,seclusion,seclusion,by
PMC12744684,targeted therapy,targeted therapy,by
PMC12744353,ace inhibitor-induced angioedema,ace inhibitor-induced angioedema,by
PMC12744353,bradykinin-induced angioedema,bradykinin-induced angioedema,by
PMC12744353,bradykinin-mediated angioedema,bradykinin-mediated angioedema,by
PMC12744353,facial angioedema,facial angioedema,by
PMC12744353,tranexamic acid (txa),tranexamic acid (txa),by
PMC12749205,Oxidative Stress,oxidative stress,by
PMC12749205,Hypoglycemic Agents,hypoglycemic agents,by
PMC12749205,Phytochemicals,phytochemicals,by
PMC12749205,Lipid Metabolism,lipid metabolism,by
PMC12749205,Cell Death,cell death,by
PMC12744308,acute cholecystitis,acute cholecystitis,by
PMC12744308,complications,complications,by
PMC12744308,creatinine,creatinine,by
PMC12744308,glucose,glucose,by
PMC12744308,neutrophil-to-lymphocyte ratio,neutrophil-to-lymphocyte ratio,by
PMC12744308,systemic immune-inflammation index,systemic immune-inflammation index,by
PMC12745633,healthcare disparities,healthcare disparities,by
PMC12745633,insulin initiation,insulin initiation,by
PMC12745633,primary health care,primary health care,by
PMC12745633,sociodemographic factors,sociodemographic factors,by
PMC12745633,type 2 diabetes,type 2 diabetes,by
PMC12743196,diaphragmatic hernia,diaphragmatic hernia,by
PMC12743196,intensive care unit,intensive care unit,by
PMC12743196,intestinal perforation,intestinal perforation,by
PMC12743196,pneumothorax,pneumothorax,by
PMC12743196,thoracic surgery,thoracic surgery,by
PMC12745632,blood tests,blood tests,by
PMC12745632,chronic disease,chronic disease,by
PMC12745632,evidence-based medicine,evidence-based medicine,by
PMC12745632,primary health care,primary health care,by
PMC12745632,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12747792,anti-thyroid peroxidase antibodies,anti-thyroid peroxidase antibodies,by
PMC12747792,gdm- gestational diabetes mellitus,gdm- gestational diabetes mellitus,by
PMC12747792,hypothyroxinemia,hypothyroxinemia,by
PMC12747792,pregnancy outcomes,pregnancy outcomes,by
PMC12747792,thyroid dysfunction,thyroid dysfunction,by
PMC12745630,prevention,prevention,by
PMC12745630,primary health care,primary health care,by
PMC12745630,public health,public health,by
PMC12745630,qualitative research,qualitative research,by
PMC12745630,prediabetes,prediabetes,by
PMC12745630,type 2 diabetes,type 2 diabetes,by
PMC12746900,diabetes mellitus,diabetes mellitus,by
PMC12746900,microvascular complication,microvascular complication,by
PMC12746900,nephropathy,nephropathy,by
PMC12746900,neuropathy,neuropathy,by
PMC12746900,neutrophil-to-lymphocyte ratio,neutrophil-to-lymphocyte ratio,by
PMC12746900,nlr,nlr,by
PMC12746900,retinopathy,retinopathy,by
PMC12742921,amphotericin b-related nephrotoxicity,amphotericin b-related nephrotoxicity,by
PMC12742921,aspergillus fumigatus,aspergillus fumigatus,by
PMC12742921,diabetes mellitus,diabetes mellitus,by
PMC12742921,frontal sinusitis,frontal sinusitis,by
PMC12742921,hyperglycemia,hyperglycemia,by
PMC12742921,immunocompromised host,immunocompromised host,by
PMC12742921,invasive rhinocerebral aspergillosis,invasive rhinocerebral aspergillosis,by
PMC12742921,isavuconazole,isavuconazole,by
PMC12742921,voriconazole,voriconazole,by
PMC12742894,adverse effects,adverse effects,by
PMC12742894,anticoagulants,anticoagulants,by
PMC12742894,endourology,endourology,by
PMC12742894,obstructive uropathy,obstructive uropathy,by
PMC12742894,percutaneous nephrostomy,percutaneous nephrostomy,by
PMC12742894,renal papillary necrosis,renal papillary necrosis,by
PMC12742894,ureteroscopy,ureteroscopy,by
PMC12742893,corneal confocal microscopy,corneal confocal microscopy,by
PMC12742893,diabetes screening,diabetes screening,by
PMC12742893,diabetic neuropathy,diabetic neuropathy,by
PMC12742893,diagnostic tests,diagnostic tests,by
PMC12742893,distal sensorimotor polyneuropathy,distal sensorimotor polyneuropathy,by
PMC12742893,early diagnosis,early diagnosis,by
PMC12742893,review,review,by
PMC12739188,critical care,critical care,by
PMC12739188,diabetic ketoacidosis,diabetic ketoacidosis,by
PMC12739188,diabetic ketoacidosis in adult,diabetic ketoacidosis in adult,by
PMC12739188,fluid management protocol,fluid management protocol,by
PMC12739188,intravenous fluids,intravenous fluids,by
PMC12739188,one-bag method,one-bag method,by
PMC12739188,two-bag method,two-bag method,by
PMC12740499,bladder,bladder,by
PMC12740499,candida infection,candida infection,by
PMC12740499,fungal bezoar,fungal bezoar,by
PMC12740499,fungus ball,fungus ball,by
PMC12740499,urinary tract infection,urinary tract infection,by
PMC12740499,urosepsis,urosepsis,by
PMC12742809,accessory liver tissue,accessory liver tissue,by
PMC12742809,anatomic variations,anatomic variations,by
PMC12742809,ectopic liver tissue,ectopic liver tissue,by
PMC12742809,hepatobiliary anomalies,hepatobiliary anomalies,by
PMC12742809,malignant transformation,malignant transformation,by
PMC12741299,clinical predictors,clinical predictors,by
PMC12741299,dengue fever (df),dengue fever (df),by
PMC12741299,dengue hemorrhagic fever (dhf),dengue hemorrhagic fever (dhf),by
PMC12741299,resource-limited setting,resource-limited setting,by
PMC12741299,early diagnosis,early diagnosis,by
PMC12742330,adult gastroenterology,adult gastroenterology,by
PMC12742330,adverse drug reaction,adverse drug reaction,by
PMC12742330,drug intolerance,drug intolerance,by
PMC12742330,dual incretin therapy,dual incretin therapy,by
PMC12742330,gastrointestinal tract adverse effect,gastrointestinal tract adverse effect,by
PMC12742330,gip and glp-1 receptor agonist,gip and glp-1 receptor agonist,by
PMC12742330,glp-1 receptor agonists,glp-1 receptor agonists,by
PMC12742330,obesity,obesity,by
PMC12742330,tirzepatide,tirzepatide,by
PMC12738080,gastro-esophageal reflux disease,gastro-esophageal reflux disease,by
PMC12738080,gerd,gerd,by
PMC12738080,le,le,by
PMC12738080,lymphocytic esophagitis,lymphocytic esophagitis,by
PMC12738080,ppi,ppi,by
PMC12738080,proton pump inhibitor,proton pump inhibitor,by
PMC12728443,apolipoprotein a-i,apolipoprotein a-i,by
PMC12728443,apolipoprotein b,apolipoprotein b,by
PMC12728443,cardiovascular risk,cardiovascular risk,by
PMC12728443,comprehensive lipid tetrad index,comprehensive lipid tetrad index,by
PMC12728443,lipoprotein(a),lipoprotein(a),by
PMC12728443,metabolic syndrome,metabolic syndrome,by
PMC12728887,atherosclerotic cardiovascular disease (ascvd),atherosclerotic cardiovascular disease (ascvd),by
PMC12728887,diabetes mellitus,diabetes mellitus,by
PMC12728887,dyslipidemia,dyslipidemia,by
PMC12728887,highly active antiretroviral therapy (haart),highly active antiretroviral therapy (haart),by
PMC12728887,hypertension,hypertension,by
PMC12728887,metabolic syndrome,metabolic syndrome,by
PMC12728887,obesity,obesity,by
PMC12728887,sub-saharan africa,sub-saharan africa,by
PMC12728766,autoimmune diabetes,autoimmune diabetes,by
PMC12728766,diabetic ketoacidosis,diabetic ketoacidosis,by
PMC12728766,endocrine emergencies,endocrine emergencies,by
PMC12728766,immune checkpoint inhibitors,immune checkpoint inhibitors,by
PMC12728766,immune-related adverse event,immune-related adverse event,by
PMC12737921,diabetes mellitus type 2,diabetes mellitus type 2,by
PMC12737921,generalised periodontitis,generalised periodontitis,by
PMC12737921,hemoglobin a1c (hba1c),hemoglobin a1c (hba1c),by
PMC12737921,non-surgical periodontal therapy,non-surgical periodontal therapy,by
PMC12737921,probing depth,probing depth,by
PMC12728360,acinetobacter spp,acinetobacter spp,by
PMC12728360,acinetobacter wolffii,acinetobacter wolffii,by
PMC12728360,cirrhosis,cirrhosis,by
PMC12728360,diabetes mellitus,diabetes mellitus,by
PMC12728360,immunocompromised patient,immunocompromised patient,by
PMC12728360,metabolic dysfunction-associated steatotic liver disease (masld),metabolic dysfunction-associated steatotic liver disease (masld),by
PMC12728360,psoriasis vulgaris,psoriasis vulgaris,by
PMC12728360,type 2 diabetes mellitus (dm),type 2 diabetes mellitus (dm),by
PMC12728544,thrombocytopenia,thrombocytopenia,by
PMC12728544,anxiety,anxiety,by
PMC12728544,alexithymia,alexithymia,by
PMC12728544,quality of life,quality of life,by
PMC12723310,clinical audit system,clinical audit system,by
PMC12723310,emergency obstetric care,emergency obstetric care,by
PMC12723310,maternal & neonatal outcomes,maternal & neonatal outcomes,by
PMC12723310,maternal outcomes,maternal outcomes,by
PMC12723310,quality improvement project (qip),quality improvement project (qip),by
PMC12723310,risk factors,risk factors,by
PMC12723310,shoulder dystocia,shoulder dystocia,by
PMC12724355,elective plastic surgery,elective plastic surgery,by
PMC12724355,glp-1 ra,glp-1 ra,by
PMC12724355,glucagon-like peptid-1 receptor agonists,glucagon-like peptid-1 receptor agonists,by
PMC12724355,perioperative considerations,perioperative considerations,by
