pmcid,pmid,doi,licence,licence_source,retrieval_batch,keyword_group_classification_rule,n_confidently_author_keywords,included_in_benchmark_construction
PMC12784043,41523929.0,10.12688/hrbopenres.14233.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_33f51f83472e1d2c,confidently_author only (ambiguous/clearly_not_author excluded),2,True
PMC12790255,41523462.0,10.7759/cureus.98890,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_33f51f83472e1d2c,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12786628,41523408.0,10.7759/cureus.98896,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_33f51f83472e1d2c,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12784311,41523516.0,10.7759/cureus.98869,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_33f51f83472e1d2c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12783929,41523559.0,10.7759/cureus.98858,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_33f51f83472e1d2c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12783931,41523371.0,10.7759/cureus.98857,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_33f51f83472e1d2c,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12781018,41524061.0,10.31083/RCM44861,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_19625e92818c515c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12766339,41497943.0,10.7759/cureus.98557,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_19625e92818c515c,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC12780812,41523554.0,10.7759/cureus.98779,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_19625e92818c515c,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC12172221,39781722.0,10.2174/011573403X332671241121063641,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_19625e92818c515c,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC12765050,41492617.0,10.7759/cureus.98492,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12764281,41487779.0,10.7759/cureus.98382,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12750961,41477427.0,10.7759/cureus.98140,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12756682,41487744.0,10.7759/cureus.98258,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12754366,41479874.0,10.3310/nihropenres.13964.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12754560,41479476.0,10.7759/cureus.98205,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12755863,41480459.0,10.7759/cureus.98254,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12754808,41479489.0,10.7759/cureus.98153,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC12750478,41477393.0,10.7759/cureus.98045,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12754821,41480456.0,10.7759/cureus.98219,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12765514,41492590.0,10.7759/cureus.98532,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a2747d03fb9d04b9,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12751087,41251447.0,10.1042/CS20257748,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12747464,41473654.0,10.7759/cureus.98093,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12751036,41400625.0,10.1042/BSR20253283,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),11,True
PMC12744856,41466946.0,10.7759/cureus.98019,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12744684,41466952.0,10.7759/cureus.98011,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12744353,41466925.0,10.7759/cureus.98001,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12749205,41477127.0,10.5812/ijpr-166600,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12744308,41466965.0,10.7759/cureus.97946,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12745633,40897507.0,10.3399/BJGP.2024.0693,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12743196,41458658.0,10.7759/cureus.97816,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12745632,40328488.0,10.3399/BJGP.2024.0744,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12747792,41473631.0,10.7759/cureus.98107,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12745630,40953940.0,10.3399/BJGP.2025.0208,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12746900,41473622.0,10.7759/cureus.98079,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f7d3345070598b97,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12742921,41458706.0,10.7759/cureus.97881,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),9,False
PMC12742894,41458684.0,10.7759/cureus.97831,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC12742893,41458830.0,10.7759/cureus.97880,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12739188,41458864.0,10.7759/cureus.97660,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12740499,41458654.0,10.7759/cureus.97790,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12742809,41458642.0,10.7759/cureus.97873,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12741299,41458634.0,10.7759/cureus.97808,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12742330,41458667.0,10.7759/cureus.97851,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC12738080,41458336.0,10.7759/cureus.100033,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4924ea69878c820e,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12728443,41450350.0,10.7759/cureus.97623,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d61be77a94560296,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12728887,41450424.0,10.7759/cureus.97635,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d61be77a94560296,confidently_author only (ambiguous/clearly_not_author excluded),8,False
PMC12728766,41450393.0,10.7759/cureus.97631,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d61be77a94560296,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12737921,41450397.0,10.7759/cureus.97692,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d61be77a94560296,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12728360,41450394.0,10.7759/cureus.97617,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d61be77a94560296,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12728544,41437748.0,10.62641/aep.v53i6.2026,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3efa314b7a671d52,confidently_author only (ambiguous/clearly_not_author excluded),4,True
PMC12723310,41446480.0,10.7759/cureus.97528,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3efa314b7a671d52,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC12724355,41445996.0,10.7759/cureus.99865,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3efa314b7a671d52,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12726740,41445990.0,10.7759/cureus.99858,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3efa314b7a671d52,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12723995,41445994.0,10.7759/cureus.99918,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3efa314b7a671d52,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12728875,39978826.0,10.3399/BJGPO.2024.0116,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3efa314b7a671d52,confidently_author only (ambiguous/clearly_not_author excluded),3,False
PMC12720998,41439075.0,10.7759/cureus.97501,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3efa314b7a671d52,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12721581,41439053.0,10.7759/cureus.97511,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC12718428,41431588.0,10.7759/cureus.97407,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12718664,41431568.0,10.7759/cureus.97279,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12718618,41431542.0,10.7759/cureus.97446,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12718477,41431591.0,10.7759/cureus.97218,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC12715534,41426796.0,10.7759/cureus.97206,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12719531,41439052.0,10.7759/cureus.97409,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC12716871,41425685.0,10.7759/cureus.99651,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12718085,41426805.0,10.7759/cureus.97351,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC12715288,41426747.0,10.7759/cureus.97192,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12717671,41426882.0,10.7759/cureus.97311,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12716367,41426885.0,10.7759/cureus.97106,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12718215,41431507.0,10.7759/cureus.97380,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ffb5b8e86e544b06,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12712548,41426912.0,10.7759/cureus.97125,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12706499,41409373.0,10.7759/cureus.99349,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12708013,41409925.0,10.7759/cureus.96886,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC12709536,39791177.0,10.2174/0118715303350851241021105850,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12712239,41426833.0,10.7759/cureus.97113,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12707267,41409973.0,10.7759/cureus.96974,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12711359,41416330.0,10.7759/cureus.97103,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC12712415,41426916.0,10.7759/cureus.97091,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),10,False
PMC12709398,41416267.0,10.7759/cureus.97037,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12706382,41409944.0,10.7759/cureus.96913,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),8,False
PMC12712416,41426839.0,10.7759/cureus.97023,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12709533,39812046.0,10.2174/0118715303341809241022110317,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12709405,41416326.0,10.7759/cureus.97035,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12712351,41426825.0,10.7759/cureus.97118,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd4024a0452dfff6,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12703639,41404200.0,10.7759/cureus.96894,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12699164,41393663.0,10.7759/cureus.96633,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC12701939,41399597.0,10.7759/cureus.96800,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12700841,41393761.0,10.7759/cureus.96716,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12699234,41393563.0,10.7759/cureus.96608,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12698496,41393705.0,10.7759/cureus.96536,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12703040,41404239.0,10.7759/cureus.96868,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12701950,41399575.0,10.7759/cureus.96809,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12703637,41404215.0,10.7759/cureus.96814,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12701742,41393651.0,10.7759/cureus.96772,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12701315,41393579.0,10.7759/cureus.96728,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12700703,41393657.0,10.7759/cureus.96701,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12701738,41394240.0,10.7759/cureus.99137,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12698491,41393703.0,10.7759/cureus.96527,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12701319,41393549.0,10.7759/cureus.96721,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12704219,41404206.0,10.7759/cureus.96904,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d1aff9927d70e3c4,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12690223,41384193.0,10.7759/cureus.96456,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_794b1b5d3ff337b7,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC12696682,41393721.0,10.7759/cureus.96548,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_794b1b5d3ff337b7,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12690625,41384169.0,10.7759/cureus.96474,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_794b1b5d3ff337b7,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12696401,41393704.0,10.7759/cureus.96524,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_794b1b5d3ff337b7,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12683079,41367446.0,10.7759/cureus.96162,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_192048de9ebc7b9b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12682503,41367443.0,10.7759/cureus.96335,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_192048de9ebc7b9b,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12683188,41367467.0,10.7759/cureus.96255,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_192048de9ebc7b9b,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12683686,41367451.0,10.7759/cureus.96360,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_192048de9ebc7b9b,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12682710,41367482.0,10.7759/cureus.96338,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_192048de9ebc7b9b,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12686196,41376763.0,10.7759/cureus.96393,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_192048de9ebc7b9b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12683961,41367439.0,10.7759/cureus.96363,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_192048de9ebc7b9b,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12680907,41356947.0,10.7759/cureus.96178,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12681021,41356318.0,10.31083/RCM43143,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12680790,41356993.0,10.7759/cureus.96175,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12681011,41356294.0,10.31083/RCM45938,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12679496,41357035.0,10.7759/cureus.96124,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12676983,41356998.0,10.7759/cureus.96071,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12678213,41356922.0,10.7759/cureus.96075,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12678201,41356976.0,10.7759/cureus.96056,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),9,False
PMC12681688,41362536.0,10.7759/cureus.96264,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4b9b851b04790ba3,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12668568,41333960.0,10.7759/cureus.95815,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_194b9ebaa1a50913,confidently_author only (ambiguous/clearly_not_author excluded),8,False
PMC12670981,41341329.0,10.7759/cureus.95936,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_194b9ebaa1a50913,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12670329,41341349.0,10.7759/cureus.95930,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_194b9ebaa1a50913,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12669407,41341357.0,10.7759/cureus.95925,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_194b9ebaa1a50913,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC12673439,41153081.0,10.1111/dom.70234,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_194b9ebaa1a50913,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12669934,41341358.0,10.7759/cureus.95914,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_194b9ebaa1a50913,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12674587,41346892.0,10.7759/cureus.96016,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_194b9ebaa1a50913,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12673413,41346889.0,10.7759/cureus.95986,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_194b9ebaa1a50913,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12664678,41322791.0,10.7759/cureus.95767,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12665359,41328084.0,10.7759/cureus.95844,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),7,False
