keyword_a	keyword_b	weight
Decision-making	Waste-to-energy	1
Resource efficiency	Waste-to-energy	1
CO<sub>2</sub> emissions	Sewage sludge	1
Biopolymers	Industrial symbiosis	1
Industry 4.0	Lithium-ion batteries	1
Literature review	Reuse	1
Sustainable development goals	Wastewater treatment	1
China	Digitalization	1
Microalgae	Waste recycling	1
COVID-19	Chemical recycling	1
Energy	Wastewater treatment	1
Biomass	E-waste	1
E-waste	Techno-economic analysis	1
Food supply chain	Textile waste	1
Circular business models	Critical raw materials	1
Bibliometric analysis	Product-service system	1
Waste management	antioxidants	1
WEEE	industrial ecology	1
European Union	Systematic literature review	1
Barriers	Decision-making	1
Decision-making	Food supply chain	1
Optimization	Waste-to-energy	1
Adsorption	Chemical recycling	1
Adsorption	Biopolymers	1
Digitalization	Reverse logistics	1
Sewage sludge	Techno-economic analysis	1
Digitalization	Waste valorization	1
Food waste	Recovery	1
Recovery	Systematic literature review	1
Agriculture	Closed-loop supply chain	1
Anaerobic digestion	Closed-loop supply chain	1
Carbon footprint	Supply chain	1
E-waste	Lithium-ion batteries	1
E-waste	Optimization	1
Construction	Recovery	1
Material flow analysis	Optimization	1
Optimization	Recovery	1
Microalgae	Pyrolysis	1
Eco-design	industrial ecology	1
Bibliometric analysis	Reuse	1
Innovation	Waste valorization	1
COVID-19	Waste valorization	1
Resource efficiency	Techno-economic analysis	1
Packaging	antioxidants	1
Closed-loop supply chain	Decision-making	1
Case study	Waste valorization	1
Carbon footprint	Resource efficiency	1
Sustainable development goals	WEEE	1
Biodegradable	Sustainable development goals	1
Composting	Construction	1
Construction	Remanufacturing	1
Chemical recycling	Innovation	1
Food supply chain	Optimization	1
Biorefinery	Indicators	1
Biopolymers	Energy	1
Anaerobic digestion	Optimization	1
Food supply chain	Policy	1
Policy	bioactive compounds	1
Digitalization	Eco-design	1
Construction	Waste recycling	1
CO<sub>2</sub> emissions	Digitalization	1
Resource recovery	antioxidants	1
Biorefinery	Plastic waste	1
Life cycle assessment	Supply chain management	1
Critical raw materials	Policy	1
Biofuels	Machine learning	1
Biomass	Machine learning	1
Agriculture	polyphenols	1
Barriers	Resource recovery	1
Sewage sludge	by-products	1
Microalgae	Techno-economic analysis	1
Food supply chain	Resource efficiency	1
Biowaste	E-waste	1
Packaging	Waste recycling	1
Barriers	by-products	1
Case study	by-products	1
Critical raw materials	Municipal solid waste	1
Biowaste	Waste	1
Decision-making	Reuse	1
Food supply chain	Machine learning	1
Biochar	Optimization	1
3D printing	Hydrogen	1
Energy	Reuse	1
Barriers	Literature review	1
COVID-19	Remanufacturing	1
Closed-loop supply chain	Electric vehicles	1
Construction	Municipal solid waste	1
CO<sub>2</sub> emissions	Policy	1
Composting	Literature review	1
Heavy metals	Microalgae	1
Food waste	Waste	1
Nutrient recovery	Waste-to-energy	1
Case study	Textile waste	1
Food waste	Industry 4.0	1
Additive manufacturing	Case study	1
Anaerobic digestion	Chemical recycling	1
Biopolymers	Chemical recycling	1
Adsorption	Textile waste	1
Plastic waste	antioxidants	1
Indicators	Industrial symbiosis	1
Biomass	antioxidants	1
Nutrient recovery	Sustainable development goals	1
Innovation	Waste	1
Supply chain	Valorization	1
Municipal solid waste	Resource efficiency	1
Circular business models	Waste	1
Food waste	Reuse	1
Biopolymers	antioxidants	1
Adsorption	Critical raw materials	1
End-of-life	Machine learning	1
Life cycle assessment	antioxidants	1
Bioeconomy	Mechanical properties	1
Construction and demolition waste	Supply chain	1
Bioenergy	CO<sub>2</sub> emissions	1
Electric vehicles	European Union	1
Biorefinery	Heavy metals	1
Biodegradable	Pyrolysis	1
Upcycling	polyphenols	1
3D printing	industrial ecology	1
Bioplastics	E-waste	1
Chemical recycling	E-waste	1
Material flow analysis	Sewage sludge	1
Hydrogen	Waste-to-energy	1
Sustainable development goals	Valorization	1
Bibliometric analysis	Eco-design	1
Electric vehicles	Energy	1
Biofuels	Resource recovery	1
Anaerobic digestion	Resource efficiency	1
Circular business models	Waste management	1
Additive manufacturing	Waste management	1
Decision-making	End-of-life	1
Biowaste	Business model	1
Techno-economic analysis	by-products	1
Energy	Waste recycling	1
Recovery	polyphenols	1
Biorefinery	COVID-19	1
Biopolymers	Upcycling	1
Bioenergy	Energy	1
Adsorption	Greenhouse gas emissions	1
Bioeconomy	Electric vehicles	1
Bibliometric analysis	Biomass	1
Agriculture	Recovery	1
Microalgae	Recovery	1
European Union	Resource recovery	1
Electric vehicles	industrial ecology	1
Systematic literature review	WEEE	1
Construction and demolition waste	Reverse logistics	1
Textile waste	Valorization	1
Plastic waste	SMEs	1
Construction and demolition waste	WEEE	1
Biodegradable	Resource recovery	1
Composting	antioxidants	1
Environmental sustainability	antioxidants	1
Climate change	Composting	1
Electric vehicles	Supply chain	1
Industrial symbiosis	Valorization	1
Adsorption	Hydrogen	1
Business model	Greenhouse gas emissions	1
Food supply chain	Mechanical properties	1
Decision-making	Wastewater treatment	1
Industry 4.0	Waste recycling	1
Literature review	Municipal solid waste	1
Climate change	Hydrogen	1
Barriers	Critical raw materials	1
Additive manufacturing	Greenhouse gas emissions	1
Chemical recycling	Waste valorization	1
Techno-economic analysis	Waste valorization	1
Case study	Greenhouse gas emissions	1
Industrial symbiosis	Policy	1
Closed-loop supply chain	Resource recovery	1
Life cycle assessment	Reverse logistics	1
Policy	Reverse logistics	1
Adsorption	Biorefinery	1
3D printing	Climate change	1
Climate change	Industry 4.0	1
Innovation	Recovery	1
Wastewater treatment	polyphenols	1
Chemical recycling	Waste	1
Electric vehicles	Machine learning	1
Biochar	Mechanical properties	1
Packaging	Systematic literature review	1
Biopolymers	Biowaste	1
Biorefinery	Waste-to-energy	1
End-of-life	Industry 4.0	1
Barriers	Bibliometric analysis	1
End-of-life	Sustainable development goals	1
Biomass	Supply chain	1
Electric vehicles	Systematic literature review	1
Carbon footprint	Digitalization	1
Carbon footprint	E-waste	1
Carbon footprint	SMEs	1
E-waste	SMEs	1
Composting	SMEs	1
3D printing	Resource efficiency	1
Additive manufacturing	Resource efficiency	1
Biopolymers	industrial ecology	1
E-waste	Waste valorization	1
Bioenergy	Wastewater treatment	1
Anaerobic digestion	Supply chain management	1
Biofuels	Supply chain management	1
Biogas	Supply chain management	1
Biomass	Supply chain management	1
Digitalization	Literature review	1
Adsorption	E-waste	1
Circular supply chain	Sustainable development goals	1
Digitalization	Reuse	1
Additive manufacturing	Recovery	1
E-waste	Upcycling	1
Bibliometric analysis	Decision-making	1
Agriculture	End-of-life	1
Biochar	Critical raw materials	1
Biochar	Renewable energy	1
Climate change	Critical raw materials	1
Supply chain management	by-products	1
Barriers	Packaging	1
Chemical recycling	Greenhouse gas emissions	1
Greenhouse gas emissions	Pyrolysis	1
Greenhouse gas emissions	polyphenols	1
Carbon footprint	Techno-economic analysis	1
E-waste	Resource efficiency	1
End-of-life	Supply chain management	1
Business model	Waste valorization	1
Nutrient recovery	Policy	1
Carbon footprint	Lithium-ion batteries	1
Biopolymers	by-products	1
Food waste	SMEs	1
Heavy metals	Municipal solid waste	1
European Union	Reuse	1
Composting	Machine learning	1
Construction and demolition waste	End-of-life	1
CO<sub>2</sub> emissions	E-waste	1
3D printing	SMEs	1
Food waste	Lignocellulosic biomass	1
Wastewater treatment	by-products	1
Additive manufacturing	Supply chain management	1
Indicators	Supply chain	1
Construction	Packaging	1
Biopolymers	Greenhouse gas emissions	1
Composting	Renewable energy	1
Food supply chain	Innovation	1
Indicators	WEEE	1
Indicators	Nutrient recovery	1
Indicators	Sewage sludge	1
Indicators	Wastewater treatment	1
COVID-19	Industrial symbiosis	1
Bibliometric analysis	Biorefinery	1
Circular supply chain	Decision-making	1
Greenhouse gas emissions	Product-service system	1
Business model	Industrial symbiosis	1
Digitalization	Greenhouse gas emissions	1
Greenhouse gas emissions	Industry 4.0	1
CO<sub>2</sub> emissions	Nutrient recovery	1
Biogas	Food supply chain	1
Barriers	Biogas	1
Municipal solid waste	Nutrient recovery	1
E-waste	Food waste	1
Composting	Sustainable development goals	1
Greenhouse gas emissions	Upcycling	1
Techno-economic analysis	Upcycling	1
Bibliometric analysis	Bioplastics	1
COVID-19	Renewable energy	1
Climate change	Food supply chain	1
Composting	Waste recycling	1
European Union	Textile waste	1
CO<sub>2</sub> emissions	Material flow analysis	1
CO<sub>2</sub> emissions	Resource efficiency	1
Biomass	Innovation	1
Construction and demolition waste	Industry 4.0	1
Food supply chain	Upcycling	1
Circular supply chain	Reverse logistics	1
Electric vehicles	Plastic waste	1
Food supply chain	Reuse	1
European Union	Greenhouse gas emissions	1
Recovery	Sewage sludge	1
Biowaste	Lignocellulosic biomass	1
Nutrient recovery	by-products	1
Industrial symbiosis	Supply chain management	1
3D printing	Microalgae	1
Lignocellulosic biomass	Optimization	1
Barriers	Climate change	1
Microalgae	Packaging	1
Anaerobic digestion	Innovation	1
Biogas	Innovation	1
Biogas	Climate change	1
