keyword,canonical_form,cluster_id,freq
Requirement Elicitation,Requirement Elicitation,Requirement Elicitation,1
Requirement Evaluation,Requirement Evaluation,Requirement Evaluation,1
Wind Turbine (WT),Wind Turbine (WT),Wind Turbine (WT),1
e-device disposal behaviour,e-device disposal behaviour,e-device disposal behaviour,1
e-device purchase,e-device purchase,e-device purchase,1
e-waste awareness,e-waste awareness,e-waste awareness,1
Hybrid electric vehicle,Hybrid electric vehicle,Hybrid electric vehicle,1
Nickel metal hydride,Nickel metal hydride,Nickel metal hydride,1
Plug-in hybrid vehicle,Plug-in hybrid vehicle,Plug-in hybrid vehicle,1
Reactivation,Reactivation,Reactivation,1
battery discharge and drainage,battery discharge and drainage,battery discharge and drainage,1
Awareness & information,Awareness & information,Awareness & information,1
Switching with binary endogenous regressors,Switching with binary endogenous regressors,Switching with binary endogenous regressors,1
Nanozymes,Nanozymes,Nanozymes,1
Non-woven cellulose,Non-woven cellulose,Non-woven cellulose,1
Fungiculture,Fungiculture,Fungiculture,1
Green biostimulants,Green biostimulants,Green biostimulants,1
SMS,SMS,SMS,1
Tomato and mushroom co-cultivation,Tomato and mushroom co-cultivation,Tomato and mushroom co-cultivation,1
biotoxicity,biotoxicity,biotoxicity,1
Landfill excavation,Landfill excavation,Landfill excavation,1
Waste law,Waste plastic,Waste plastic,82
Food entrepreneurs,Food entrepreneurs,Food entrepreneurs,1
Phytomedicine,Phytomedicine,Phytomedicine,1
Underutilized crops,Underutilized crops,Underutilized crops,1
outreach,outreach,outreach,1
diamond tailings,diamond tailings,diamond tailings,1
fluidized bed,Fluidized bed,Fluidized bed,6
ceramic filler,ceramic filler,ceramic filler,1
construction by-products,construction by-products,construction by-products,1
granite filler,granite filler,granite filler,1
recovery filler,recovery filler,recovery filler,1
siliceous filler,siliceous filler,siliceous filler,1
Knowledge brokerage,Knowledge brokerage,Knowledge brokerage,1
Anaerobic digestion digestate,Anaerobic digestion digestate,Anaerobic digestion digestate,1
Solid residue,Solid residues,Solid residues,2
Design for Life Cycle,Design for lifecycle,Design for lifecycle,3
producer responsibility,Producer responsibility,Producer responsibility,7
Organic Fraction of Municipal Solid Waste,Organic fraction of municipal solid waste,Organic fraction of municipal solid waste,12
Plastic impurities,Plastic impurities,Plastic impurities,1
energy-storage devices,energy-storage devices,energy-storage devices,1
marine macroalgae,Marine macroalgae,Marine macroalgae,3
Business survival chances,Business survival chances,Business survival chances,1
Financial fragility,Financial fragility,Financial fragility,1
Psychological resilience,Psychological resilience,Psychological resilience,1
Small firms,Small firm,Small firm,2
Doxorubicin,Doxorubicin,Doxorubicin,1
rheological hydrogel properties,rheological hydrogel properties,rheological hydrogel properties,1
secondary structure,Secondary structure,Secondary structure,2
yellowfin tuna gelatin,yellowfin tuna gelatin,yellowfin tuna gelatin,1
Compressed sediment blocks,Compressed sediment blocks,Compressed sediment blocks,1
Grounded furnace blast slag,Grounded furnace blast slag,Grounded furnace blast slag,1
Pilot-scale recovery,Pilot-scale recovery,Pilot-scale recovery,1
coupling effects,coupling effects,coupling effects,1
ID taggants,ID taggants,ID taggants,1
luminescent nanoparticles,luminescent nanoparticles,luminescent nanoparticles,1
marker particles,marker particles,marker particles,1
rare-earth-doped particles,rare-earth-doped particles,rare-earth-doped particles,1
smart additives,smart additives,smart additives,1
supraparticles,supraparticles,supraparticles,1
"Nutrient recovery, circular economy","Nutrient recovery, circular economy","Nutrient recovery, circular economy",1
Trace element analysis,Trace element analysis,Trace element analysis,1
Wood ash utilization,Wood ash utilization,Wood ash utilization,1
Lakes,Lake,Lake,3
Environmental improvement,Environmental improvements,Environmental improvements,2
Green-lean,Green lean,Green lean,2
Production operation,Production operation,Production operation,1
FWE-Nexus,FWE-Nexus,FWE-Nexus,1
implementation strategies,Implementation strategies,Implementation strategies,2
regenerative design,Regeneration,Regeneration,55
systems integration,systems integration,systems integration,1
APSCS,APSCS,APSCS,1
Foundation excavation,Foundation excavation,Foundation excavation,1
Laterite gravel,Laterite gravel,Laterite gravel,1
LPHP,LPHP,LPHP,1
Retaining-system failure,Retaining-system failure,Retaining-system failure,1
emissions assessment,emissions assessment,emissions assessment,1
oxygen depletion,oxygen depletion,oxygen depletion,1
Cement free concrete,Cement free concrete,Cement free concrete,1
brand sustainability,brand sustainability,brand sustainability,1
sustainable development strategies,Sustainable development strategies,Sustainable development strategies,3
Geopolymer composites,geopolymer composite,geopolymer composite,5
wind turbine blades waste,Wind turbine blades waste,Wind turbine blades waste,2
bone char,Bone char,Bone char,6
nTiO<sub>2</sub>,nTiO<sub>2</sub>,nTiO<sub>2</sub>,1
visible light,visible light,visible light,1
Carbon neutral steel production,Carbon neutral steel production,Carbon neutral steel production,1
Sectoral pathways,Sectoral pathways,Sectoral pathways,1
Vertical integrated production,Vertical integrated production,Vertical integrated production,1
Deterioration,deterioration,deterioration,2
Waste nullification,Waste nullification,Waste nullification,1
Green constituents,Green constituents,Green constituents,1
Debris management,debris management,debris management,2
Marine plastic,Marine plastics,Marine plastics,9
Recycling value chains,recycling value chain,recycling value chain,3
glass fiber reinforced polyester (GFRP),glass fiber reinforced polyester (GFRP),glass fiber reinforced polyester (GFRP),1
vise kriterijumska optimizacija I kompromisno Resenje (VIKOR),vise kriterijumska optimizacija I kompromisno Resenje (VIKOR),vise kriterijumska optimizacija I kompromisno Resenje (VIKOR),1
Sea cucumber,Sea cucumber,Sea cucumber,1
rubber crumb,rubber crumb,rubber crumb,1
biomethane potential (BMP) test,biomethane potential (BMP) test,biomethane potential (BMP) test,1
continuous stirred-tank reactor (CSTR),continuous stirred-tank reactor (CSTR),continuous stirred-tank reactor (CSTR),1
organic fraction of municipal solid waste (OFMSW),Organic fraction of municipal solid waste (OFMSW),Organic fraction of municipal solid waste (OFMSW),3
Complex goods,Complex goods,Complex goods,1
Simple goods,Simple goods,Simple goods,1
experience value,experience value,experience value,1
leisure involvement,leisure involvement,leisure involvement,1
leisure satisfaction,leisure satisfaction,leisure satisfaction,1
bottled water,Bottled water,Bottled water,3
adaptation strategies,adaptation strategies,adaptation strategies,1
Green Infrastructures,Green infrastructure,Green infrastructure,15
heat wave,heat wave,heat wave,1
Mediterranean basin cities,Mediterranean basin cities,Mediterranean basin cities,1
Park Cooling Island,Park Cooling Island,Park Cooling Island,1
Urban Climate,Urban Climate,Urban Climate,1
Urban Heat Island,urban heat island,urban heat island,2
Solar micro gas turbines,Solar micro gas turbines,Solar micro gas turbines,1
Zero Liquid Discharge,Zero liquid discharge,Zero liquid discharge,12
CC(U)S initiatives,CC(U)S initiatives,CC(U)S initiatives,1
Carbonated reactive magnesia cement,Carbonated reactive magnesia cement,Carbonated reactive magnesia cement,1
Waste-based materials,Waste-based materials,Waste-based materials,1
Hydrogen network,Hydrogen network,Hydrogen network,1
Techno-economic optimisation,Techno-economic optimisation,Techno-economic optimisation,1
Total Site Hydrogen Integration,Total Site Hydrogen Integration,Total Site Hydrogen Integration,1
Waste hydrogen recovery,Waste hydrogen recovery,Waste hydrogen recovery,1
"2, 3-butanediol","2,3-butanediol","2,3-butanediol",7
Clostridium autoethanogenum,Clostridium autoethanogenum,Clostridium autoethanogenum,1
gas fermentation,Gas fermentation,Gas fermentation,9
animal residues,Animal residues,Animal residues,2
carbohydrates,Carbon,Carbon,117
macromolecules,Macromolecules,Macromolecules,2
condition monitoring,condition monitoring,condition monitoring,1
dynamic maintenance scheduling,dynamic maintenance scheduling,dynamic maintenance scheduling,1
remaining useful life prediction,remaining useful life prediction,remaining useful life prediction,1
Environmental supply chains,Environmental supply chains,Environmental supply chains,1
G×Y interaction,G×Y interaction,G×Y interaction,1
rye,rye,rye,1
Carbon emission schemes,Carbon emission schemes,Carbon emission schemes,1
Digital waste audit,Digital waste audit,Digital waste audit,1
Machine learning model,Machine learning model,Machine learning model,1
Proof-of-concept,Proof-of-concept,Proof-of-concept,1
Waste contamination,Waste contamination,Waste contamination,1
Waste management 4.0,Waste management 4.0,Waste management 4.0,1
Hesitant Fuzzy Linguistic Term Sets,Hesitant fuzzy linguistic term set,Hesitant fuzzy linguistic term set,2
Competitive digitization,Competitive digitization,Competitive digitization,1
Data integration,Data Integration,Data Integration,2
Industrial cyber-physical systems (ICPSs),Industrial cyber-physical systems (ICPSs),Industrial cyber-physical systems (ICPSs),1
International Data Space,International Data Space,International Data Space,1
Manufacturing platform,Manufacturing platform,Manufacturing platform,1
Candida pseudoglaebosa,Candida pseudoglaebosa,Candida pseudoglaebosa,1
Decolorizing yeasts,Decolorizing yeasts,Decolorizing yeasts,1
Dye decolorization,Dye decolorization,Dye decolorization,1
Synthetic effluent,Synthetic effluent,Synthetic effluent,1
geogenic pollutants,geogenic pollutants,geogenic pollutants,1
groundwater adsorption,groundwater adsorption,groundwater adsorption,1
low-cost defluorination,low-cost defluorination,low-cost defluorination,1
rice waste,rice waste,rice waste,2
Fuzzy optimization,fuzzy optimization,fuzzy optimization,2
Mechanism of formation of enterprise strategic potential,Mechanism of formation of enterprise strategic potential,Mechanism of formation of enterprise strategic potential,1
Potential,Potentials,Potentials,4
Strategic potential,Strategic potential,Strategic potential,1
Auto-ID technologies,Auto-ID technologies,Auto-ID technologies,1
Ethane production,Ethane production,Ethane production,1
Geocomposites,Geocomposites,Geocomposites,1
Large direct shear machine,Large direct shear machine,Large direct shear machine,1
Readiness for change,Readiness for change,Readiness for change,1
African star apple shell,African star apple shell,African star apple shell,1
End-of-life application,End-of-life application,End-of-life application,1
Polyester composite,Polyester composites,Polyester composites,2
Waste toner powder,Waste toner powder,Waste toner powder,1
bio-fertilizers,Biofertilizer,Biofertilizer,66
inorganic fertilization,inorganic fertilization,inorganic fertilization,1
nutrient uptake,Nutrient uptake,Nutrient uptake,3
Cocoa beans,Cocoa beans,Cocoa beans,1
Sustainability of the food industry,Sustainability of the food industry,Sustainability of the food industry,1
Livestock manure (LSM),Livestock manure (LSM),Livestock manure (LSM),1
A. Carbon fiber,A. Carbon fiber,A. Carbon fiber,1
A. Discontinuous reinforcement,A. Discontinuous reinforcement,A. Discontinuous reinforcement,1
A. Recycling,A. Recycling,A. Recycling,1
E. Compression molding,E. Compression molding,E. Compression molding,1
Copper and cobalt,Copper and cobalt,Copper and cobalt,1
World resource,World resource,World resource,1
Phosphate residues,Phosphate residues,Phosphate residues,1
Environmental Crisis,Environmental Crisis,Environmental Crisis,2
Gift Economy,Gift economy,Gift economy,2
Social Embeddedness,social embeddedness,social embeddedness,2
Asparagus by-product,asparagus by-product,asparagus by-product,2
Asparagus variety,Asparagus variety,Asparagus variety,1
Degree of polymerization,degree of polymerization,degree of polymerization,2
Roots and rhizomes,Roots and rhizomes,Roots and rhizomes,1
carbothermic reduction,Carbothermic reduction,Carbothermic reduction,6
electric-arc furnace dust,Electric arc furnace slag,Electric arc furnace slag,22
water degradation,water degradation,water degradation,1
Litter,Littering,Littering,6
gas cleaning and upgrading,gas cleaning and upgrading,gas cleaning and upgrading,1
Repair study,Repair study,Repair study,1
Lavender,lavender,lavender,2
AlSi10Mg,AlSi10Mg,AlSi10Mg,1
alu-minium,Aluminium dross,Aluminium dross,7
hybrid manufacturing,hybrid manufacturing,hybrid manufacturing,1
powder bed fusion,powder bed fusion,powder bed fusion,1
California bearing ratio (CBR),California Bearing Ratio (CBR),California Bearing Ratio (CBR),2
particle breakage,Particle breakage,Particle breakage,2
recycled clay brick aggregate,recycled clay brick aggregate,recycled clay brick aggregate,1
road base and subbase,road base and subbase,road base and subbase,1
Aided decision making,Aided decision making,Aided decision making,1
Early-stage design,Early-stage design,Early-stage design,1
VFA production,VFA production,VFA production,1
AlgalTextile,AlgalTextile,AlgalTextile,1
Formaldehyde,Formaldehyde,Formaldehyde,1
Melamine,melamine,melamine,2
Partnerships,partnerships,partnerships,7
Wine value chain,Wine value chain,Wine value chain,1
Intelligent maintenance systems,Intelligent maintenance systems,Intelligent maintenance systems,1
Maintenance models and services,Maintenance models and services,Maintenance models and services,1
Phase Change Materials (PCMs),Phase change materials,Phase change materials,17
Polyethylene Glycol (PEG),Polyethylene,Polyethylene,52
Thermal Energy Storage (TES),Thermal energy storage (TES),Thermal energy storage (TES),7
poplar stand management,poplar stand management,poplar stand management,1
all-solid-state lithium-ion batteries,all-solid-state lithium-ion batteries,all-solid-state lithium-ion batteries,1
Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>,Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>,Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>,1
life cycle impact assessment (LCIA),life cycle impact assessment (LCIA),life cycle impact assessment (LCIA),2
multimedia modeling,multimedia modeling,multimedia modeling,1
Network governance,network governance,network governance,2
Public governance,public governance,public governance,3
circular supply,circular supply,circular supply,1
circularity of resources,circularity of resources,circularity of resources,1
smart assets,smart assets,smart assets,1
Building's end-of-life,Building's end-of-life,Building's end-of-life,1
Design for adaptability and disassembly,Design for adaptability and disassembly,Design for adaptability and disassembly,1
Food-packaging,Food packaging,Food packaging,84
remote ethnography,remote ethnography,remote ethnography,1
Environmental externality,Environmental externalities,Environmental externalities,3
Airborne,airborne,airborne,2
Spoil tip,spoil tip,spoil tip,2
theory of change (ToC),theory of change (ToC),theory of change (ToC),1
Animal housing,Animal housing,Animal housing,1
Field application,Field application,Field application,1
Polymer blending,Polymer blending,Polymer blending,1
Recycled EVA,Recycled EVA,Recycled EVA,1
Renewable raw-materials,renewable raw-materials,renewable raw-materials,3
cultural barriers,cultural barriers,cultural barriers,1
narrative analysis,Narrative analysis,Narrative analysis,2
transition to sustainability,transition to sustainability,transition to sustainability,1
Biomass intermediate pyrolysis poly-generation (BIPP),Biomass intermediate pyrolysis poly-generation (BIPP),Biomass intermediate pyrolysis poly-generation (BIPP),1
Electric vehicle charging,Electric vehicle charging,Electric vehicle charging,1
Energy structure,Energy structure,Energy structure,1
Life Cycle Assessment-LCA,Life cycle assessment,Life cycle assessment,1021
Green legitimacy,Green legitimacy,Green legitimacy,1
Internal and external stakeholder satisfactions,Internal and external stakeholder satisfactions,Internal and external stakeholder satisfactions,1
Coke,coke,coke,2
Energy reuse,Energy reuse,Energy reuse,1
Circular economy barriers and enablers,Circular economy barriers and enablers,Circular economy barriers and enablers,1
Electrical and electronic equipment (EEE) sector,Electrical and electronic equipment (EEE) sector,Electrical and electronic equipment (EEE) sector,1
Concentration of heavy metals,Concentration of heavy metals,Concentration of heavy metals,1
Plants,plant,plant,5
Uptake of heavy metals,Uptake of heavy metals,Uptake of heavy metals,1
Batch mode,Batch mode,Batch mode,1
NAIADE,NAIADE,NAIADE,1
Shared scenarios,Shared scenarios,Shared scenarios,1
Waste landscape,Waste landscape,Waste landscape,1
circular sanitation,circular sanitation,circular sanitation,1
off-grid technologies,off-grid technologies,off-grid technologies,1
Agricultural waste residues,Agricultural waste residues,Agricultural waste residues,1
human-centered approach,human-centered approach,human-centered approach,1
small fashion business,small fashion business,small fashion business,1
the Onomichi Denim Project,the Onomichi Denim Project,the Onomichi Denim Project,1
the REKROW,the REKROW,the REKROW,1
Wollastonite,Wollastonite,Wollastonite,1
Arabitol production,Arabitol production,Arabitol production,1
Newly isolated yeast,Newly isolated yeast,Newly isolated yeast,1
Value added metabolites,Value-added metabolites,Value-added metabolites,2
dioxane,dioxane,dioxane,1
pentose,pentose,pentose,2
surfactant,Surfactant,Surfactant,9
Social systems,Social systems,Social systems,1
Agri-food business,Agri-food business,Agri-food business,1
on-site determination,on-site determination,on-site determination,1
active investment,active investment,active investment,1
agricultural ecological capital,agricultural ecological capital,agricultural ecological capital,1
passive investment,passive investment,passive investment,1
High calcium fly ash,High calcium fly ash,High calcium fly ash,1
Sustainable cementitious material,Sustainable cementitious material,Sustainable cementitious material,1
Inland fisheries,Inland fisheries,Inland fisheries,1
Oreochromis sp,Oreochromis sp,Oreochromis sp,1
Scenedesmus,Scenedesmus,Scenedesmus,1
breadmaking,Breadmaking,Breadmaking,4
Attitudebehavior gap for sustainability,Attitudebehavior gap for sustainability,Attitudebehavior gap for sustainability,1
Bayesian CFA,Bayesian CFA,Bayesian CFA,1
BCFA,BCFA,BCFA,1
Consumer behavior for sustainability,Consumer behavior for sustainability,Consumer behavior for sustainability,1
Eco-certification,Eco-certification,Eco-certification,1
Eco-products,Eco-product,Eco-product,2
Environmental certification,Environmental Certification,Environmental Certification,2
Generational cohort,generational cohort,generational cohort,2
Markov chain Monte Carlo,Markov chain Monte Carlo,Markov chain Monte Carlo,1
Sustainability-oriented behavior,Sustainability-oriented behavior,Sustainability-oriented behavior,1
Material recognition,Material recognition,Material recognition,1
Semantic segmentation,Semantic segmentation,Semantic segmentation,1
Assessment model,assessment models,assessment models,2
Self-assessment tool,Self-assessment tool,Self-assessment tool,1
Sambucus nigra L,Sambucus nigraL,Sambucus nigraL,2
Collection system,collection systems,collection systems,2
Dark brown color,Dark brown color,Dark brown color,1
Pigment synthesis,Pigment synthesis,Pigment synthesis,1
The extraction process,The extraction process,The extraction process,1
Feeding additives,Feeding additives,Feeding additives,1
Ammonia sorption,Ammonia sorption,Ammonia sorption,1
Composite fertilizer,Composite fertilizer,Composite fertilizer,1
Fluidized bed drier,Fluidized bed drier,Fluidized bed drier,1
Slow release,slow release,slow release,3
crystal growth,Crystal growth,Crystal growth,2
dendrite,dendrite,dendrite,1
optical properties,Optical properties,Optical properties,4
Hazelnut,hazelnut,hazelnut,4
Sustainable plant‐protection,Sustainable plant‐protection,Sustainable plant‐protection,1
Xanthomonas arboricola pv. corylina,Xanthomonas arboricola pv. corylina,Xanthomonas arboricola pv. corylina,1
Accelerated weathering,Accelerated weathering,Accelerated weathering,1
Extrusion-injection molding,Extrusion-injection molding,Extrusion-injection molding,1
Hard fiber,Hard fiber,Hard fiber,1
Heterogeneous biocatalysis,Heterogeneous biocatalysis,Heterogeneous biocatalysis,1
Humicola insolens cutinase,Humicola insolens cutinase,Humicola insolens cutinase,1
Bioeconomy/bio-economy,Bioeconomy/bio-economy,Bioeconomy/bio-economy,1
Circular bioeconomy/bio-economy,Circular bioeconomy/bio-economy,Circular bioeconomy/bio-economy,1
Cost of goods,Cost of goods,Cost of goods,1
Power-to-X,Power to gas,Power to gas,15
Section coupling,section coupling,section coupling,2
Ionic exchange,ionic exchange,ionic exchange,2
Phosphate precipitation,Phosphate precipitation,Phosphate precipitation,1
Sulfonic resin,Sulfonic resin,Sulfonic resin,1
industrial revolution 4.0,industrial ecology,industrial ecology,489
integrated sustainable process safety management framework,integrated sustainable process safety management framework,integrated sustainable process safety management framework,1
process safety management,process safety management,process safety management,1
sustainable process safety management,sustainable process safety management,sustainable process safety management,1
Eco-label,Eco-labels,Eco-labels,12
Coal mining areas,Coal mining area,Coal mining area,2
Interpretive policy analysis,Interpretive policy analysis,Interpretive policy analysis,1
UK government,UK government,UK government,1
Cocoa husk,Cocoa husk,Cocoa husk,1
Extraction and analytical methods,Extraction and analytical methods,Extraction and analytical methods,1
petroleum-based plastics,Petroleum-based plastics,Petroleum-based plastics,3
plastics strategy,plastics strategy,plastics strategy,1
circular business clusters,circular business clusters,circular business clusters,1
circular value extended system,circular value extended system,circular value extended system,1
multiple non-usual businesses,multiple non-usual businesses,multiple non-usual businesses,1
zero-residues industrial ecology,zero-residues industrial ecology,zero-residues industrial ecology,1
Ash components,Ash components,Ash components,1
MICMAC approach,MICMAC approach,MICMAC approach,1
Sustainable wax,Sustainable wax,Sustainable wax,1
Microfoundations,microfoundation,microfoundation,3
Top managers,Top managers,Top managers,1
Engineering properties,Engineering properties,Engineering properties,1
Lime,Lime,Lime,1
Road subbase,Road subbase,Road subbase,1
building integrated agriculture,Building integrated agriculture,Building integrated agriculture,2
urban food,urban food,urban food,1
urban symbiosis,Urban symbiosis,Urban symbiosis,4
vertical farming (VF),vertical farming (VF),vertical farming (VF),1
Environmental Life Cycle Costing (ELCC),Environmental Life Cycle Costing (ELCC),Environmental Life Cycle Costing (ELCC),1
Mineral fertilizers,mineral fertilizer,mineral fertilizer,2
Materials reengineering,Materials reengineering,Materials reengineering,1
Rresource recovery,Rresource recovery,Rresource recovery,1
Holistic assessment,Holistic assessment,Holistic assessment,1
Quantitative circularity index,Quantitative circularity index,Quantitative circularity index,1
Sustainability metric,Sustainability metric,Sustainability metric,1
Covid-19 pandemic,COVID-19 pandemic,COVID-19 pandemic,23
Climate-economy modelling,Climate-economy modelling,Climate-economy modelling,1
Fit-for-purpose,Fit-for-purpose,Fit-for-purpose,1
Spindle-like LiFePO<sub>4</sub>/C cathode,Spindle-like LiFePO<sub>4</sub>/C cathode,Spindle-like LiFePO<sub>4</sub>/C cathode,1
Chemical production,Chemical production,Chemical production,1
Plasma processing,Plasma processing,Plasma processing,1
Plasma-electrolytic liquefaction,Plasma-electrolytic liquefaction,Plasma-electrolytic liquefaction,1
coal ashes,Coal fly ash,Coal fly ash,22
inorganic building materials,inorganic building materials,inorganic building materials,1
pozzolanicity,pozzolanic activity,pozzolanic activity,13
Feminine hygiene products,Feminine hygiene products,Feminine hygiene products,1
Menstruation,Menstruation,Menstruation,1
Sanitary products,Sanitary products,Sanitary products,1
asthma,asthma,asthma,1
chronic obstructive airways disease,chronic obstructive airways disease,chronic obstructive airways disease,1
natural cycles,natural cycles,natural cycles,1
Flow rate optimization,Flow rate optimization,Flow rate optimization,1
Biophotocatalysis,Biophotocatalysis,Biophotocatalysis,1
Magnetite photocatalyst,Magnetite photocatalyst,Magnetite photocatalyst,1
Input-Output Analysis (IOA),Input-Output Analysis (IOA),Input-Output Analysis (IOA),1
regional assessment,Regional assessment,Regional assessment,4
Laser cleaning,Laser cleaning,Laser cleaning,1
Scope 2,Scope 2,Scope 2,1
reuse effluents,reuse effluents,reuse effluents,1
Ammonia pre-treatment,Ammonia pre-treatment,Ammonia pre-treatment,1
Plant-based waste,Plant-based waste,Plant-based waste,1
evidence of recycling,evidence of recycling,evidence of recycling,1
plastic recyclates,plastic recyclates,plastic recyclates,1
Biomedical field,Biomedical field,Biomedical field,1
CMK-3,CMK-3,CMK-3,1
Tannic acid,Tannic acid,Tannic acid,1
functional aquafeeds,functional aquafeeds,functional aquafeeds,1
Metals pollution,Metals pollution,Metals pollution,1
Sustainable and circular economy,Sustainable and circular economy,Sustainable and circular economy,1
Electronics manufacturing,Electronics manufacturing,Electronics manufacturing,1
Lean implementation,Lean implementation,Lean implementation,1
Six Sigma,Six Sigma,Six Sigma,1
Non-intrusive investigation,Non-intrusive investigation,Non-intrusive investigation,1
frontier market,frontier market,frontier market,1
Alkali activated cement,Alkali-activated materials,Alkali-activated materials,31
Calcined clays,Calcined clay,Calcined clay,4
Pitahaya,Pitahaya,Pitahaya,1
Castor oil resin,Castor oil resin,Castor oil resin,1
Structural component,structural components,structural components,2
Wood residue,wood residue,wood residue,2
Exploratory Factor Analysis,exploratory factor analysis,exploratory factor analysis,5
Operational Behavioural factors,Operational Behavioural factors,Operational Behavioural factors,1
Endurance,Endurance,Endurance,1
Metric,Metrics,Metrics,21
Slowing loops,Slowing loop,Slowing loop,3
waste economy,waste economy,waste economy,3
Stochastic activity network,Stochastic activity network,Stochastic activity network,1
Multi-omics,Multi-omics,Multi-omics,1
fiber-reinforced polymers,fiber-reinforced polymers,fiber-reinforced polymers,1
API filtration,API filtration,API filtration,1
drilling fluid,drilling fluid,drilling fluid,1
environmentally friendly additive,environmentally friendly additive,environmentally friendly additive,1
mandarin peel powder,mandarin peel powder,mandarin peel powder,1
PPT filtration,PPT filtration,PPT filtration,1
circular economy elements,circular economy elements,circular economy elements,1
ecuadorian companies,ecuadorian companies,ecuadorian companies,1
Agricultural food production,Agricultural food production,Agricultural food production,1
Three-stage circular model,Three-stage circular model,Three-stage circular model,1
AEMPS,AEMPS,AEMPS,1
Bulk,bulk,bulk,2
Filling station,Filling station,Filling station,1
Re‐packaging,Re‐packaging,Re‐packaging,1
Chlorinating roasting,Chlorinating roasting,Chlorinating roasting,1
Contaminant treatment,Contaminant treatment,Contaminant treatment,1
Heavy-metal solid waste,Heavy-metal solid waste,Heavy-metal solid waste,1
Industrial lignin,Industrial lignin,Industrial lignin,1
Lignocelluloses fractionation,Lignocelluloses fractionation,Lignocelluloses fractionation,1
Macrobrachium,Macrobrachium,Macrobrachium,1
Magnetic biochar,Magnetic biochar,Magnetic biochar,1
Nitrogen sorption,Nitrogen sorption,Nitrogen sorption,1
Dynamic landfill managemen,Dynamic landfill managemen,Dynamic landfill managemen,1
Crude protein enrichment,Crude protein enrichment,Crude protein enrichment,2
Climate stabilisation,Climate stabilisation,Climate stabilisation,1
Insect feed,insect feed,insect feed,2
organization,Organic acids,Organic acids,54
Mindshift,Mindshift,Mindshift,1
disposing of,disposing of,disposing of,1
economic strategy,economic strategy,economic strategy,1
electric mobility,Electricity,Electricity,21
Microbial decontamination,Microbial decontamination,Microbial decontamination,1
Non-thermal atmospheric plasma,Non-thermal atmospheric plasma,Non-thermal atmospheric plasma,1
Removal of hazardous chemicals,Removal of hazardous chemicals,Removal of hazardous chemicals,1
acid dye adsorption,acid dye adsorption,acid dye adsorption,1
calcofluor white,calcofluor white,calcofluor white,1
recycled paper sludge,recycled paper sludge,recycled paper sludge,1
Consumer behaviour and sustainable consumption,Consumer behaviour and sustainable consumption,Consumer behaviour and sustainable consumption,1
Fuzzy cluster,Fuzzy cluster,Fuzzy cluster,1
Social science theory,Social science theory,Social science theory,1
Water bottle,Water bottle,Water bottle,1
Aggregate classification,Aggregate classification,Aggregate classification,1
Cultural hegemony,Cultural hegemony,Cultural hegemony,1
contamination path-way,contamination path-way,contamination path-way,1
plant absorption,plant absorption,plant absorption,1
plastic-related toxins,plastic-related toxins,plastic-related toxins,1
policy and governance,Policy and governance,Policy and governance,2
toxins,Toxins,Toxins,2
infrastructure asset management,infrastructure asset management,infrastructure asset management,1
Petri nets,Petri net,Petri net,2
active site regulation,active site regulation,active site regulation,1
Zr/Hf-based catalysts,Zr/Hf-based catalysts,Zr/Hf-based catalysts,1
Hydration effects,Hydration effects,Hydration effects,1
Steel slags,Steel slag,Steel slag,21
8D BIM,8D BIM,8D BIM,1
Asset Information Model (AIM),Asset Information Model (AIM),Asset Information Model (AIM),1
BIM dimension,BIM dimension,BIM dimension,1
Common Data Environment (CDE),Common Data Environment (CDE),Common Data Environment (CDE),1
Deconstruction Information Model (DIM),Deconstruction Information Model (DIM),Deconstruction Information Model (DIM),1
Earthen construction,earthen construction,earthen construction,2
Project Information Model (PIM),Project Information Model (PIM),Project Information Model (PIM),1
Regional waste management plan,Regional waste management plan,Regional waste management plan,1
cork bottle caps,cork bottle caps,cork bottle caps,1
green construction materials,green construction materials,green construction materials,1
African islands,African islands,African islands,1
Renewable flow management,Renewable flow management,Renewable flow management,1
environmental competence,Environmental competence,Environmental competence,2
Feed stock,feedstock,feedstock,11
Skeletons,Skeletons,Skeletons,1
CB-SEM,CB-SEM,CB-SEM,1
Concrete composites,Concrete composites,Concrete composites,1
Transport properties,transport properties,transport properties,3
evapotranspiration,Evapotranspiration,Evapotranspiration,2
outdoor water use,outdoor water use,outdoor water use,1
plant water stress,plant water stress,plant water stress,1
soil water balance,soil water balance,soil water balance,1
urban ecohydrology,urban ecohydrology,urban ecohydrology,1
Lime paste,Lime paste,Lime paste,1
Basalt filaments,Basalt filaments,Basalt filaments,1
Basalt-like materials,Basalt-like materials,Basalt-like materials,1
Recycling EAF slag,Recycling EAF slag,Recycling EAF slag,1
Spherical EAF slag,Spherical EAF slag,Spherical EAF slag,1
Steel wastes,steel waste,steel waste,4
Paraffn,Paraffn,Paraffn,1
Phoshogypsum,Phoshogypsum,Phoshogypsum,1
Valorization of agricultural waste,Valorization of agricultural waste,Valorization of agricultural waste,1
Filter medium,Filter medium,Filter medium,1
Leca®,Leca®,Leca®,1
