keyword,frequency
Data-informed decision support index,1
Project deepgeo,1
Site characterization,1
geotechnical engineering,1
Anion metathesis,1
Elemental sustainability,1
Gold catalysis,1
Lodz [Poland],1
Feedstocks costs,1
food texture,1
pseudostem,1
deep neural network,1
Biorefinery scale,1
Vinasse reuse,1
Stress-strain curves,1
Polypropylene matrix,1
Thermal and electrical properties,1
Corporate green image,1
Employer attractiveness,1
Green perceived value,1
Job seekers,1
Recruitment market,1
Susceptibility to normative influence,1
High-production volumes,1
Grain resources,1
High efficiency conversions,1
Surface functionalities,1
Company values,1
Contextualization,1
Data-driven circular economy,1
Software-defined networks,1
Vulnerability contextualization,1
Vulnerability management,1
Liquid metals,1
Ggbs,1
Negative carbon emission,1
Production yield,1
Autoclave process,1
Chemical degradation process,1
Recycled carbon,1
Water distribution systems,1
Environmental protection agency network evaluation tool,1
Water distribution networks,1
Battery energy storage system inline with circular economy,1
Battery for ancillary service,1
Residential feeder,1
Voltage fluctuations,1
Waste management tool,1
Fresh weight,1
Additional mass,1
Pollution assessment,1
artificial ventilation,1
Carbon conversions,1
Cellulose–carbon conversion,1
Electrochemical double-layer capacitors,1
Paper towels,1
Fuzzy comprehensive distance based ranking,1
Logistics development,1
Reverse logistic development scenario,1
Glass fiber reinforced PET,1
PET composites,1
Economic wealth,1
Multiregional input output model,1
shellfish fishery,1
Biochar-based nanocomposite,1
Rhodamine B adsorption,1
Mechanical-biological waste treatment,1
Biogenic oil,1
Canola oil,1
Petrochemical production,1
Non-beverage bottle,1
Recycled high density polyethylene,1
Social risks,1
Emerging photovoltaics,1
Quantum dot solar cells,1
Sustainability by design,1
teleost,1
Amoxicillin,1
Ipronidazole,1
Prednisolone,1
ipronidazole,1
Alternative building block,1
Synthons,1
Terephtalic acid,1
Cold plasma treatment,1
cold plasma,1
Design for degradation,1
Epoxy monomers,1
Ionic liquid monomers,1
Molecular designing,1
bromelain,1
gel filtration chromatography,1
Few-layer graphene,1
Kinnow peel waste,1
Progress,1
Wenzhou,1
Kinetic durability,1
Post-flotation dairy sludge,1
Luffa aegyptiaca,1
Bacterial Infections,1
Selenium concentrations,1
Calophyllum inophyllum oil,1
Geopolymer catalyst,1
CAMO logic,1
Sustainable business model innovation,1
Non-isothermal kinetic,1
Food contamination,1
Food spoilage,1
Interpretive structural modeling approach,1
Current values,1
Post-consumption,1
Composite mix,1
DIC,1
Shredded rubber,1
Shredded rubber waste,1
Advanced wet-oxidation and steam explosion,1
Enhanced anerobic digestion,1
Optimization of pretreatment,1
Sewage sludge pretreatment,1
Wet steam,1
hyperthermophilic archaeon,1
Carbon nanotube,1
Hydrogen (H2),1
Iron-based catalyst,1
Microwave absorbing properties,1
Pyrolyse-catalyse,1
Construction and demolition waste regulation,1
Overregulation,1
Waste regulations,1
By-product reclaiming,1
Foaming properties,1
Keratin waste,1
Retardant admixture,1
Jet grouting,1
Jet grouting waste,1
Rheological performance,1
grouting,1
jet,1
Battery lifecycle,1
Brazilian national solid waste policy,1
Micromonospora matsumotoense,1
Nocardiopsis prasina,1
Streptomyces gougerotti,1
Fracture surfaces,1
Mixed plastic packaging waste,1
Mixed polyethylene,1
Product updates,1
Quantitative models,1
Advance deposit fee,1
Deposit-return scheme,1
Deposit-return system,1
Glass packaging management system,1
Chestnut shell polyphenol,1
Pressure-driven membrane process,1
Biomass flow,1
Catfish farming,1
Nitrogen conversion,1
Carbon dioxide biofixation,1
Resource requirements,1
Sustainable integrations,1
Pre-carbonization,1
Graphical abstract,1
Nano-plastic,1
Photocatalytic decomposition,1
graphical method,1
haulage,1
Extensive resources,1
Project website,1
Considerable resources,1
Metal-containing solid waste,1
Operating apparatus,1
incineration bottom ash waste,1
incineration fly ash waste,1
lithium ion batteries cathode waste,1
waste printed circuit board waste,1
Rice Bran Oil,1
Rice bran wax,1
white rice,1
nanoplate,1
smart material,1
hepatic stellate cell,1
traffic management,1
Aged membrane,1
Second-hand membrane,1
Standard protocols,1
Sustainable removal technique,1
Illumina,1
Desulfovibrio,1
extracellular space,1
3r and fresh product,1
Forward logistics,1
Forward/reverse logistics,1
Multi-echela forward and reverse logistic in B2C E-commerce,1
Multiechelon,1
Open-pit mining,1
Zellige,1
Enhanced landfill mining,1
Austrian,1
Cross-over,1
Tire wear particles,1
Tire/tire wear,1
Pantelleria,1
Minimal liquid discharge”,1
Internet of Energy,1
Agricultural energy internet,1
Energy internet,1
Grid voltage,1
Live streaming,1
Live streaming E-commerce,1
MATLAB model,1
Photovoltaic intelligent technology,1
D-Xylose,1
Protein yield,1
Socio-economic model,1
Image Analysis,1
Imagej,1
Pressing parameter,1
Ultra-low-density particleboard,1
dredger,1
nurse plant,1
ornamental species,1
Biflavonoid,1
Ecological safety,1
Endocrine disruption,1
Natural sunscreen additive,1
Sun protection,1
Urban forestry,1
UV absorbers,1
Healthcare manufacturing,1
Bone minerals,1
Dicalcium phosphate,1
Fish processing by-product,1
PH regulator,1
General,1
Tunnel excavation,1
Tunnel excavation material,1
impact,1
ergocalciferol,1
menadione,1
nicotinic acid,1
pantothenate calcium,1
potassium iodate,1
retinol acetate,1
thiamine,1
hazard Index,1
liza aurata,1
maximum safe consumption,1
target hazard quotient,1
tissues,1
Arsenic toxicity,1
Groundwater treatment,1
High-rate bioreactor,1
Soil surfaces,1
Surface water quality,1
anaerobic granular sludge,1
rotating biological contactor,1
Dye intermediates,1
H-acid,1
Mixed acids,1
Vinyl sulfones,1
Global environmental governance,1
Human behaviors,1
Residue pulps,1
Antiscalant,1
Cleaning strategies,1
Geogenic,1
Main drive,1
sewage effluent,1
Arsenic removal plants,1
Remote villages,1
Safe drinking water,1
Shallow groundwater,1
Sustainability appraisal,1
Gas energy,1
Linear-to-circular economy,1
Adipates,1
Bioeconomey,1
Blending system,1
Nejayote,1
Retentate,1
Volume reduction factor,1
VSEP,1
Pyrolyse recycling,1
Reverse supply network optimization,1
Local energy community,1
Second-life electric vehicle battery,1
Cellulosic nanocrystal,1
Hot mix asphalt performance,1
Plastic-modified hot mix asphalt,1
Six-Sigma,1
Carbon supply,1
Chlorellum sp.,1
Light regime,1
Low-carbon biofuel production,1
Sugar industry wastewater,1
Composite wind turbine blade,1
Sludge systems,1
Soil ecosystems,1
mass communication,1
Moderating factors,1
Proposition,1
Structured literature review,1
Suspensions,1
Alga-bacteria symbiosis,1
Bioflocculation,1
Food waste digestate,1
Paper mill wastewater,1
Dye solutions,1
Easy recovery,1
Loofah,1
Selective adsorption,1
Touch,1
Capacitive pressure,1
Intelligent human-machine interface,1
Pressure sensitive,1
Touch keypad,1
Harvest residues,1
Juice extraction,1
Energy justices,1
Alginic Acid,1
"Cations, Divalent",1
Sepharose,1
carboxylated agarose,1
synthetic polymer,1
divalent cation,1
sepharose,1
chemical stress,1
double interpenetrating network,1
Availability assessment,1
Corn oil,1
nudrin,1
wooden sawdust,1
CO2 adsorption capacity,1
N-functionality,1
Pyrolyse char,1
Ultra-microporosity,1
Natural insulation material,1
Rigid panels,1
Semi-rigid,1
Kalmar,1
conditioning,1
airborne survey,1
Contaminated sand,1
outdoor recreation,1
PE-g-MAH,1
Rubber concentration,1
Literature screening,1
Cycle model,1
Life cycle methodology,1
Multi-cycle model,1
Olive-oil supply chain,1
Swelling test,1
Beer-making process,1
Brewery spend yeast,1
Production value,1
Conductive textiles,1
Dip coating techniques,1
Electro conductive textile,1
Finishing plants,1
Biovalorization,1
Cellulolytic nitrogen-fixing bacteria,1
Cropping seasons,1
Nitrogen fixing bacteria,1
Assistive technology,1
Assistive technology reuse,1
Matrix scorecard,1
People with disabilities,1
Prevention programme,1
assistive technology,1
disabled person,1
family composition,1
Greater Sunda Islands,1
Outsourcing decisions,1
Catalyst surfaces,1
Crystal disorder,1
Crystal facets,1
Photo-electrochemistry,1
national health service,1
patient safety,1
postmarketing surveillance,1
Carbon fiber reinforced thermoset plastic  waste,1
Microwave-assisted pyrolyse,1
Off-cut carbon fiber,1
Recycled carbon fiber,1
Thermoplastic composite (CFRTP),1
Problem shifting,1
Glycidyl methacrylate copolymer,1
Single screw extrusion,1
4-toluenesulfonyl fluoride,1
Direct contact membrane distillation,1
Heterogeneous,1
Chinese cities,1
Resilience assessment,1
Resilient city,1
Spatial autocorrelations,1
Spatial-temporal characteristics,1
Microstructural characteristics,1
Microstructural study,1
Mixed coarse recycled aggregate,1
bacterial membrane,1
cytosol,1
membrane fluidity,1
metal poisoning,1
proton motive force,1
Rollers (machine components),1
Cotton roller towel,1
Cascade process,1
Hydropyrolysis,1
Vapor Phase,1
Vapor phasis,1
Vapour-phase,1
Plastics production process,1
Nitrogen Compounds,1
Potassium Nitrate,1
Dilute-acid,1
High specific activities,1
Moesziomyces aphidi,1
Moesziomyces aphidis,1
Mechanical properties of materials,1
Cancer cells,1
Antiproliferative activities,1
Blackcurrant,1
Blackcurrant side-stream,1
Enterovirus A,1
Enterovirus coxsackievirus A9,1
Human coronavirus OC43,1
IMR-90 cell line,1
Academic journal,1
Academic paper,1
Economies in transition,1
Framing,1
Futurity framing,1
Pa66,1
Polyblends,1
RPET-O,1
RPP,1
Cradle to farm-gate,1
Byproduct recovery,1
Phosgenation,1
Phosgene,1
High energy physics,1
Conseil europeen pour la recherche nucleaire,1
Conventional tunneling,1
Experimental physics,1
Molasse,1
Research infrastructure,1
Azo dye degradation,1
Termite,1
Nile River,1
drip irrigation,1
Circular product categorization,1
Quadrant models,1
Hollow bricks,1
Garbage management,1
Social marketings,1
Socio-economic repercussion,1
Glycolide,1
Poly (lactide-co-glycolide-acid),1
Poly(lactide-co-glycolide acid),1
Portable analytical device,1
Portable energy,1
User friendly,1
Jordan Valley,1
Capacitor recycling,1
Conflict minerals,1
Flow estimation,1
liquid energy,1
Agricultural education,1
Multigroup analyse,1
Antioxidant phenolic,1
Extract oil,1
Pectooligosaccharide,1
Post-industrial cotton textile waste,1
Surface engineered biochar,1
Textile dye adsorption,1
Waste derived compost,1
Updated informations,1
Modified silica gel,1
Computing capacity,1
Barrier and enabler,1
Anerobic digestion model No 1 model,1
Bladderwrack,1
Cascade valorization,1
Marine macroalgal waste,1
"Architecture, engineering, construction and operation",1
Climate emergency,1
Post occupancy evaluation,1
Sustainable chemical,1
Waste refinery,1
Epistemological development,1
Intellectual landscape,1
Eucalypt forest,1
Fire impacts,1
soil layer,1
Burden of proof,1
Ankistrodesmus,1
Botryococcus,1
Chlorogloeopsis,1
Dunaliella,1
Isochrysis,1
Synechococcus,1
Geopolymeric matrices,1
Nuclear waste management,1
Radioactive solid organic waste,1
Solid organic waste,1
Zeolitic tuff,1
Submerged gas-permeable tubular membrane system,1
Submerged membrane,1
Suspended gas-permeable tubular membrane system,1
Suspended membranes,1
Tubular membranes,1
Cement powder,1
Liquid radioactive wastes,1
Radioactive waste immobilization,1
Recycled cement powder,1
Wasteform,1
Drying and moisture content,1
Mildew,1
Water chestnut,1
Water chestnut shell biochar,1
Square/rectangular nanocellulose,1
Carbon markets,1
Security issues,1
Plant-growing substrate,1
Risk indices,1
Anodic compartment,1
Cathodic compartments,1
Cell driven,1
Photovoltaic arrays,1
Simultaneous process,1
Waste to fertilizer,1
Longitudinal analysis,1
Policy accumulation,1
Fine chemical recovery,1
Β-cryptoxanthin,1
Biochemical Phenomena,1
Technological upgrading,1
Packaging tax,1
Partial equilibrium model,1
Forest,1
Knowledge co productions,1
Knowledge types,1
Sustainability transformation,1
Mental Health,1
Overweight,1
Anerobic manure,1
Nutrient sorption,1
Sulfuric acid trap,1
Waste-derived fertilizer,1
Dual functional composite,1
In-situ growth,1
Latent heat storage,1
Modified epoxy,1
Photothermal conversion,1
Bio fermentation,1
Cellulose acetate fibers,1
Lyocell fibres,1
Manufacturing innovation,1
Decision support system,1
Wastewater collection,1
Wastewater planning,1
General applications,1
Recycling factories,1
Fuel technology,1
EU energy policies,1
Landfill arson,1
Legal instruments,1
Legal system,1
Legal system for waste management,1
RDF,1
Ultra-high twin-screw extruder,1
Unpurified leaf branch compost cutinase,1
Economic evaluation of project,1
Green areas,1
Localisation,1
Urban green area,1
Alborz,1
Queueing theory,1
Green reverse network,1
Queuing theory,1
population risk,1
Material packaging,1
Statistical techniques,1
green wall,1
removal efficiency,1
total suspended solid,1
Bierzo,1
Acid waters,1
Black shales,1
Streambed sediments,1
U and REY,1
acid deposition,1
acid water,1
monazite,1
In compositions,1
Plastic and microplastic,1
Compressed pellets,1
Cu ions,1
Chitin nanocrystal,1
Mediterranean olive oil sector,1
Multi-actor approach,1
Waste and by-product valorization,1
Forecasting demand,1
Operation decisions,1
Production flows,1
Electroluminescence,1
Defect type,1
Luminescence imaging,1
Authentication,1
Authentication systems,1
Digital world,1
Physical world,1
Polymer nanoparticles,1
Unique identifiers,1
Dry constructions,1
Modular system,1
Square box,1
Temporary building,1
Covariogram analyse,1
Geo-statistics,1
Ordinary kriging,1
Spatial prediction,1
Tailing revalorization,1
Transitive geostatistic,1
K-values,1
Mixed-integer linear optimizations,1
Optimal charging,1
Second-life of battery,1
Vehicle to grid (V2G),1
Cellulose powder,1
Different types of fabrics,1
Atlantic islands,1
Macaronesia,1
Acoustic wave transmission,1
Design and modeling,1
Locally resonant material,1
Periodic panel,1
Resonant materials,1
Unit cells,1
physiotherapy,1
platinum electrode,1
Rhodobacter sphaeroides,1
Acoustic characterization,1
Acoustic tests,1
Reusing,1
Thermal tests,1
gaseous fuel,1
Multiple species,1
Alga biodiesel,1
Breaking point,1
Hydrogen mobility,1
3 coumaroyl 4 caffeoylquinic acid,1
3 coumaroyl 5 caffeoylquinic acid,1
flavan 3 ol,1
Prunus avium aqueous extract,1
Prunus avium hydroethanolic extract,1
cell stimulation,1
sweet cherry,1
Multivariate linear regressions,1
Percentage error,1
Root mean squared errors,1
Levenberg Marquardt algorithm,1
Cobalt oxide catalysts,1
Metallic structures,1
Mixed cobalt oxide catalyst,1
City Planning,1
Build environment stock,1
Carbonaceous adsorbents,1
Activated CARBOSORB NC 1240®,1
Carbon-based sorbents,1
CARBOSORB NC 1240®-based material,1
Biopolymer market,1
Immersion in waters,1
Scratch test,1
Supramolecular polymers,1
Bottom ash/slag,1
Coal cofiring,1
Slagging characteristics,1
Zhundong coal,1
Eco-friendly microfiller,1
Micro-fillers,1
Polymer concretes,1
Quartz aggregates,1
Quartz powders,1
Vinylester resins,1
Absorptivities,1
Ca-looping,1
Sorbent deactivation,1
Storage densities,1
Waste-derived sorbent,1
Equipment deterioration,1
Maintenance tasks,1
Water facility,1
Bio-electrochemistry,1
Decarboxylation reactions,1
Acrylic co-polymers,1
Acrylic resins,1
Carbon foam,1
Foam production,1
Styrene-acrylic copolymers,1
Volatiles content,1
Current demands,1
Sustainable corporate performance,1
Process operation,1
Quantitative detection,1
Lime binders,1
Linear attenuation coefficients,1
emergency health service,1
Geosynthetic materials,1
1-allyl-3-methylimidazolium chlorides,1
Biomass thermal conversion,1
Gdansk [Poland],1
dihydroxyaluminum sodium carbonate,1
Cryolite,1
Dawsonite,1
Spent pot linings,1
cryolite,1
dawsonite,1
gangue,1
Chinese province,1
Garbage sorting,1
garbage sorting,1
logarithmic mean divisia index,1
pathway analysis,1
Feedstock prices,1
Waste upgrade,1
3D-scanning,1
Material reclamation,1
Materials libraries,1
Off-cut wood,1
Sustainable building design,1
Under use wood,1
laser scanning,1
photogrammetry,1
sustainable building design,1
Company case,1
Leading technology,1
Sustainable vitrimer,1
Reclaimed water quality index,1
Water quality indexes,1
Coal-combustion products,1
Solid solutions,1
Pseudobrookite,1
Solid solution phase,1
Spinel solid solutions,1
Energetic yield,1
Heats of reaction,1
Crucial technology,1
Mobilized thermal energy storage,1
Bibliographic information,1
Biomedical,1
Grafting through,1
Robust methods,1
Spatial correlation analysis,1
Tourism industry ecologization,1
Tourism sustainability,1
Aromatic product,1
Foodservice sector,1
Ethane,1
Alkane hydrogenolyse,1
Light alkanes,1
Biosynthetic pathway,1
Industrial saccharomyces cerevisiae strains,1
Plant extraction,1
Stilbenoids,1
Bioagrochemical,1
Biobased waste,1
Applied thermodynamics,1
Industrial surveys,1
Missing answers,1
Software vendors,1
Systematic literature search,1
Four-party evolutionary game model,1
Large specific surface areas,1
pH buffering capacity,1
Cycloaddition Reaction,1
Erucic Acids,1
Regioselectivity,1
Chemistry community,1
Cycloadditions,1
Derived species,1
Dithiocarbonate,1
Erucic acid,1
Synthetic chemistry,1
cycloaddition,1
In situ resource utilization,1
crustal structure,1
Moon,1
Cellulose biomass,1
Natural minerals,1
Climate change resilience,1
Sustainable sanitation,1
Technical capacity,1
Calendula,1
Common madder,1
Fiber blends,1
British Columbia,1
Vancouver [British Columbia],1
Coffee oil,1
Defective coffee beans,1
Pressurized fluid extraction,1
Garbage collection,1
High quality service,1
Northern Aegean,1
Samos,1
Natural media,1
maximum tolerated concentration,1
medical society,1
neighbor joining method,1
Los Angeles County,1
Greenhouse gasse,1
New facilities,1
Recycling boundary,1
Senate Bills,1
Clonal variations,1
Costs and benefits analysis,1
Extensive wastewater treatment,1
Intensive wastewater treatment,1
Sun Protection Factor,1
4 dimethylaminobenzoic acid 2 ethylhexyl ester,1
4 methoxycinnamic acid 2 ethylhexyl ester,1
octocrylene,1
Beta tricalcium phosphate,1
Biphasic mixtures,1
Mn oxides,1
Octocrylene,1
UV-shielding efficiencies,1
ICT equipments,1
ICT network equipment,1
Network equipment,1
Classic polymers,1
Copper surface,1
Dynamic functions,1
Air gasification,1
Factory integration,1
Circularity parameter,1
Grounded theory,1
silicon derivative,1
Biogas and biomethane,1
Gas sampling,1
Sampling technique,1
Volatile metal(loid) compound,1
Whole gas sampling,1
amalgamation,1
cryogenic preconcentration,1
gas field,1
landfill gas,1
liquid media preconcentration,1
preconcentration technique,1
And pre-processing technique,1
Biometallurgical method,1
Pre-processing techniques,1
Cellulose hydrogels,1
Fiber-shaped,1
Ionic hydrogels,1
Power futures,1
Specific energy density,1
Aqueous ammonia,1
Hydrogen gas (H2),1
Integrated gasification combined cycle (ICGC),1
Post-combustion carbon captures,1
Co-extrusion,1
Citrates,1
Liquid waste streams,1
donnan dialysis,1
Overall factor,1
Atomically dispersed,1
Fuel cell application,1
Composite cathode,1
Double carbon goal,1
Li-storage mechanism,1
Li2FeP2O7/LiFePO4/C composite cathode,1
awards and prizes,1
Brine-pickled,1
Recycled cellulose,1
Cynara cardunculus biomass,1
Epoxidised oil,1
Microbial bioplastic,1
PHA,1
Golden rules,1
Valuable resource,1
2-phenylethanol,1
2-phenylethanol production,1
Plastic rings,1
Whey fermentation,1
Yeast immobilizations,1
Recycled construction and demolition waste,1
Circular pathway,1
Design recovery,1
Financial growth,1
Investment recoveries,1
Cybe,1
Data governances,1
Data lifecycle,1
Data protection by defaults,1
Data protection by designs,1
General data protection regulations,1
Privacy goal,1
Bed volume,1
tapped density,1
Genomics,1
Microalga-bacteria consortium,1
Stresses response,1
Transcriptomics,1
helminth,1
Effluent loads,1
Conductive rubber,1
Conductive rubber nanocomposite,1
Reclaiming process,1
Rubber nanocomposites,1
Segregated network,1
Apple orchards,1
Preservation technology investment,1
Artificial material,1
Concrete grades,1
Glass lightweighting,1
Wine bottles,1
Condition factor,1
Circular blockchain,1
Platform design,1
Private and permissioned blockchain,1
Reverse logistic service provider,1
Acircularity,1
Design effort,1
Micro-level circularity index,1
Resource efficiency account,1
Bilateral free trade,1
Free Trade Agreement,1
Policy diffusions,1
Resource production,1
Valorization treatment,1
Architecture designs,1
Arts designs,1
Insecurity,1
Mobile service,1
Ink jet technology,1
Ink-jet printing,1
Pigment consumption,1
Buswell model,1
VDI 4630,1
Closed carbon loop,1
Ion substitution,1
Mass-fraction,1
isotope tracing,1
Baltic country,1
CATI,1
Nordic capitals,1
Impact-parameter,1
Wholesale markets,1
Nanocantilevers,1
Cantilever walls,1
Engineering fields,1
Geosynthetic mechanically stabilized earth  wall,1
Mechanically stabilized earth wall,1
Agri-food supply chain,1
Sustainable performance assessment,1
Biomass removal,1
Cultivation technology,1
Light distribution,1
microbubble,1
Mato Grosso,1
Adsorption materials,1
Postharvest processing,1
Buy back contracts,1
Contract coordinations,1
Cooperative investments,1
Regenerated expired product,1
Red meats,1
Refinement process,1
Search process,1
Dairy processing waste,1
Lolium perenne L,1
Spring wheat,1
spring wheat,1
Conventional metals,1
Circular economy loop,1
Data driver,1
Twitter,1
UK construction,1
lincomycin,1
DNA library,1
microbiome analysis,1
GRI,1
Supporting tool,1
Energy and carbon neutrality,1
Alzheimer Disease,1
Euphausiacea,1
acetylcholine,1
amyloid precursor protein,1
tau protein,1
aggressiveness,1
apathy,1
brain atrophy,1
delusion,1
dementia,1
disease exacerbation,1
hallucination,1
irritability,1
mental disease,1
neurofibrillary tangle,1
sleep disordered breathing,1
krill,1
Integrated green economy,1
Manganese peroxidase,1
Pleurotu spp,1
Laboratory techniques,1
Electrocatalytic activity,1
Neutral conditions,1
PGM-free electrocatalyst,1
Reaction activity,1
Advanced food packaging,1
Polymer sensors,1
Separation of target molecule,1
Target species,1
Finite capacity,1
Heat transfer coefficients,1
Cooling Capacity,1
Heat transfer co-efficients,1
ISO 14040:2006,1
Cyanide removal,1
irradiance,1
Retrospective evaluations,1
urban growth,1
Digester centrate,1
Electric supply,1
Power generation units,1
Smart grid systems,1
Solvation,1
Experimental thermodynamic,1
Fluorinated refrigerant gas,1
Molecular feature,1
Polarizable force field,1
Bio-upcycling,1
Microbiome engineering,1
Business customers,1
Core features,1
Re-engineered 4th generation management,1
System-based approach,1
Low carbon pathway,1
Mineral interfaces,1
Mineral-energy nexus,1
Dependency relationship,1
Steel industrial chain,1
Water-energy-economy modeling,1
"Benzene, toluene, and xylene aromatic",1
Debromination,1
Hierarchical ZSM-5 zeolite,1
Logistics and supply chain management,1
bioelectrochemical denitrification,1
Bosea,1
electro bioremediation,1
electrochemical desalination,1
Fontibacter,1
galvanostatic mode,1
threshold limit value,1
reworking,1
B corps,1
Paper materials,1
Effective microorganisms,1
EM,1
en echelon structure,1
Eco-intensification,1
Percid,1
Salmonids,1
Combined cooling heating and power,1
Extractive waste,1
Binary neural networks,1
Linear Support Vector Machines,1
Quadratic Gaussian,1
Peat land,1
Peatland restoration,1
Restoration sites,1
Cross-sectional surveys,1
Technology lock-in,1
Sialkot,1
Complex roles,1
Compostable bioplastic,1
Transition study,1
(CRM),1
(rare earth element),1
(waste from electrical and electronic equipment),1
Ex-ante life cycle assessment,1
Complex system science,1
Screw connections,1
State Detection,1
Unfastening,1
entomoremediation,1
Design maturities,1
Fluorescent lamps,1
Environmental biotechnology,1
Carboxylation of glycerol,1
Current method,1
Health safety,1
Microbial route,1
Cradle2cradle,1
Reduction of thermal conductivity,1
ACE,1
Circular innovation,1
Innovation adoption,1
Types of innovations,1
State policy,1
US policy,1
Circular urban economy,1
Interpretable model,1
Rough-set based,1
East Timor,1
Tectona grandis,1
Chaotics,1
Enzymatic transesterification,1
Oil ratio,1
Trichospora shinodae,1
Trichosporon,1
Orange byproduct,1
Multiple research,1
Qualitative content analyse,1
plastic bank,1
Salvaged woods,1
Guarapuava,1
Brine treatment and valorization,1
Hazardous products,1
food frequency questionnaire,1
Cable failures,1
Diagnostic device,1
Diagnostic systems,1
Magnetic methods,1
Steel cable,1
Ultrasonic methods,1
Aggregation induced enhanced emission,1
Aggregation-induced emissions,1
Enhanced Emission,1
Brilliant blue FCF,1
Colorless paint,1
Ferric ions,1
Hybrid pigments,1
Smectites,1
smectite,1
Dry reforming,1
Low-carbon chemical,1
Collagen-modified viscose,1
Face mask waste,1
Wear face,1
Humane entrepreneurship,1
Capacity measures,1
Transport energy,1
Anticipatory life cycle assessment,1
Automobile interior,1
Bio-based composite materials,1
Car interiors,1
Mesh fabrics,1
Vegetable leathe,1
Protein processing,1
Bioclimatic and passive building design,1
Grass-root level,1
Passive buildings,1
Youth advocacy,1
Beyond lithium ion,1
Sustainable battery,1
extension,1
alkali activated cement,1
copper slag,1
Atmospheric pressure microwave plasma,1
Gas flowrate,1
Plasma gas,1
Salvaging,1
Average cost,1
Economic obsolescence,1
Technical progress,1
Acoustics,1
Noise,1
Sound,1
noise,1
Ensemble learning,1
Waste prediction,1
Biochemical methane potential  assay,1
Dilute acid pretreatment,1
Hippophae rhamnoeides pruning,1
Parametric analysis,1
Intensive production,1
Nutrient recirculation,1
Smart agricultures,1
Soilless agriculture,1
Telemetric systems,1
Biomass reforming,1
Dual-functional photocatalyse,1
Solar hydrogen,1
barium ion,1
Biofuel fly ash,1
Gravel road stabilization,1
Long-term evaluation,1
Paper mill,1
Soil pore waters,1
German energy transition,1
Graphical approach,1
Graphical tools,1
Water gas,1
Recycled nanofiltration membrane,1
Estimation of ecological and economic efficiency,1
Industrial formation,1
resource circulation,1
ICT and electronic,1
ICT industries,1
Socio-technical performance,1
Sustainable industrial ecosystem,1
Coordination Complexes,1
coordination compound,1
dilactide,1
dioxane derivative,1
Lactide polymerization,1
Ligand design,1
Temperature scales,1
Inert torrefaction,1
Thermochemical biorefinery,1
Coke formation,1
Cracking performance,1
Inductively coupled plasma-mass spectrometry,1
steam cracking,1
Nonpathogenic-rhamnolipid producer,1
Novel rhamnolipid,1
Omic-guided bioremediation,1
Agile Methodologies,1
Financing,1
Utility,1
Wheat Straw,1
isobutylene,1
Wheat straw valorization,1
Triticum durum,1
Eco-management and audit schemes,1
Environmental statements,1
Measuring tools,1
Rank correlation coefficient,1
Mining waste material,1
Standard bricks,1
Cu-B catalyst,1
Engine oil,1
Ni-Co catalysts,1
Oil emulsions,1
Use of by-product,1
Waste engine oil,1
Cooperatives governances,1
Governance arrangement,1
Rescaling,1
Perugia,1
Umbria,1
Propionates,1
Alkaline fermentation,1
Anaerobic mixed culture,1
Redox balances,1
Accuracy,1
"Circular economy, sustainability, reshaping",1
Geometrical accuracy,1
Incremental forming process,1
Pre-straining,1
Hydrolysis Lignins,1
Biocoke,1
Co-carbonization,1
Coke making,1
Hydrolysis lignins,1
Major factors,1
Marine development,1
Marine ecology,1
Marine economy,1
Marine management,1
Marine statistical accounting,1
Data informations,1
Data-information-knowledge,1
Plastic supports,1
Calorific potential,1
Fungal mycelium bio-composite,1
Chamaerops humili,1
Cobalt oxide nano catalyst,1
Cobalt oxide nanoparticles,1
Non-edible seed oil,1
F-weighted aggregated sum product assessment,1
Health care waste management,1
LR fuzzy analytical hierarchy process,1
LR fuzzy number,1
Biomass conversion process,1
Biomass refinery,1
Binder content,1
Granulometric compositions,1
Moisture-induced damage,1
Permeable asphalt pavement,1
Storm water runoff,1
Water runoff,1
Energy firm,1
Environmental resource-conservation effort,1
Mass media,1
Arundo donax L,1
"Arundo donax L, extraction",1
Box-Behnken,1
Invasive species,1
Phenol compounds,1
Affecting factors,1
Indirect routes,1
Area of interest,1
Current lines,1
Rapid transmission,1
Sanitary systems,1
fecal oral transmission,1
Nano-fibrous,1
HSC SIM,1
Pedersen process,1
Production simulation,1
Smelting reduction,1
Carbon microspheres,1
Citric peel,1
Error-function,1
Nonlinear,1
5g narrow band IoT,1
Best practice guidelines,1
Narrow bands,1
Operation and maintenance best practice guideline,1
Pharmaceutical blister,1
pharmaceutical blister,1
drug mechanism,1
drug use,1
isolation procedure,1
Malus domestica,1
Hydrocarbon reserves,1
Learning rates,1
recall,1
2d plastic packaging,1
Small film packaging,1
Smart Materials,1
poly(butylene adipate co terephthalate),1
polyhydroxyalketone,1
Personal and organizational determinant,1
Indirect recycling,1
Membrane recycling and reuse,1
Accuracy analysis,1
Registries,1
European Statistics,1
Waste producer,1
Waste statistic regulation,1
register,1
Technique effect,1
Biocoagulant,1
Bioflocculants,1
Mathematical approach,1
One-shot system,1
Stand-by systems,1
Sustainable circular economy cost,1
Thermal batteries,1
Regulatory conditions,1
hematite,1
Cementless binder,1
Material valorization,1
Waste diabase mud,1
Capacity increase,1
Realistic evaluations,1
