keyword,frequency
critical raw materials (CRM),1
geothermal energy utilization,1
Petrothermal Enhanced Geothermal System (PEGS),1
water−energy nexus,1
wearable devices,1
Bioalcohol,1
directed evolution,1
material binding peptide,1
Microalgae biofilm,1
microfluidic,1
paper-based analytical devices,1
portable analytical systems,1
per- and polyfluoroalkyl substances (PFASs),1
polymerization aids,1
regulators,1
adaptive design,1
assemble and disassemble,1
form-finding,1
interactive system,1
lightweight structure,1
textile hybrids,1
weaving method,1
dynamic circular economy,1
used materials and products,1
adiabatic sonic evaporation and crystallization,1
crystallized solids,1
sustainable textile manufacture,1
Shipbuilding,1
electromagnetic interference,1
integral recycling of WEEE,1
thermoplastic composites,1
Theory of Constraints (TOCs),1
fish by-product,1
hydrolyzed collagen,1
mRNA expression,1
pro-collagen I,1
industry 4.0 technology,1
reverse chains,1
Brand owners,1
Recyclers,1
adsorption activation energy,1
coking coal,1
pyridine adsorption,1
overview,1
Light gauge steel,1
Structural insulated panels,1
Wood frame,1
Palm Kernel Shell,1
Waste Clay Brick,1
expanded cork,1
thermal render,1
Scenario modeling,1
Tourist area,1
Green farming,1
distribute,1
fabricate,1
maker spaces,1
invasive alien species waste,1
paper and pulp manipulation,1
physic-mechanical properties,1
Geo-accumulation index,1
Junk shop,1
Nemerow integrated pollution index,1
Repair shop,1
biodegradable oil,1
chain wear,1
chainsaw,1
environmental contamination,1
guide bar temperature,1
lubrication,1
ice cream,1
BCG model,1
Self-Excited Induction Generator,1
biofibers,1
viscoelastic properties,1
Goldenrod paper,1
invasive plant,1
printing,1
recycled paper,1
spent catalyst,1
tartaric acid,1
Building cadastre,1
Multi-label classification,1
Street view images,1
Melanin Production,1
Pumpkin Tendril Extract,1
Reconstituted Human Tissues,1
Skin-whitening,1
Diclofenac sodium,1
Ketoprofen,1
alternative aggregate,1
PXRD,1
Membrane disposal,1
"Dynamic MFA, China",1
plastic alternatives,1
Anti-drought,1
Poly gamma glutamic acid,1
Oxyanions elimination,1
Deep-seabed mining,1
International Seabed Authority,1
Intra and inter-generations equitable sharing,1
Direct land application,1
Evaporation lagoon,1
Olive Mill Wastewater,1
annuals,1
herbaceous species,1
water retention curves,1
drive-cycle data,1
drivetrain model,1
electric retrofit,1
motor efficiency,1
Lime replacement,1
PH,1
Waste use,1
Patent citation network analysis,1
Used Clothing,1
ESG reporting,1
Pine cones,1
Biowashing,1
SDG2,1
SDG7,1
Green closed-loop supply chain,1
Incentivized recycling,1
Pricing.,1
customer requirements,1
crop rotations,1
organic matter input,1
reduced tillage,1
reduction in plant protection products,1
metallurgical dust,1
pyrometallurgical process,1
spent monolithic catalyst,1
Robot-based disassembly,1
c-Si photovoltaic module,1
Clean process,1
Enzymatic cross-linking,1
ARDL model,1
circular material,1
cybernetic system,1
sustainable policies,1
Marine plastic pollution,1
WARM modelling,1
accumulating bacteria,1
biodegradable and circular economy,1
optimal custom(factorial) design,1
active site,1
alkaline HER,1
edge,1
ruthenium,1
size effect,1
agro-industry by-product,1
inoculants,1
pelletizing,1
Biomass micro-gasification,1
antioxidation,1
foaming properties,1
macroporous adsorbent resins,1
Soy saponin,1
Circular performance,1
Circular reporting,1
Resilience of production systems,1
Cereals,1
Organo-mineral fertilisers,1
Roots,1
Circular product design (CEPD),1
Industry 4.0 enabled dynamic marketing capabilities (IDMC),1
Market performance (MPER),1
Sustainable human resource management (SHRM),1
biliometric analysis,1
degrowth economy (GE),1
Electrochemical reforming,1
Fusel oil electro-oxidation,1
Graphene-based materials,1
PEM electrolysis cell,1
Pt-Ni anode,1
city-wide inclusive sanitation,1
onsite,1
pit latrine,1
sewer,1
release behaviour,1
Green concrete design,1
Waste treatment technologies,1
sustainable dyeing,1
UV protection,1
Reversible Connections,1
Timber Buildings,1
baker’s yeast,1
solid biofuel,1
zero-waste conversion,1
blue biotechnologies,1
marine food waste,1
mutable collagenous tissue,1
skin regeneration,1
low-acid pressure leaching,1
oxidation roasting,1
spent LiFePO<sub>4</sub>,1
Macro scale,1
Meso scale,1
inorganic polymers,1
Continuous operation,1
Electrocoagulation flotation,1
Weather conditions,1
living,1
smart bin,1
Recycled Polypropylene,1
Cyclic polarization curves,1
SKPFM,1
Super duplex stainless steel,1
Thermo-Calc modeling,1
Modern timber construction,1
farming and processing,1
insect food promotion,1
new nutritional sources,1
drug delivery systems,1
drug design,1
therapeutic deep eutectic solvents,1
Ladle Furnace Steel Slags,1
Stiffening effects,1
Economic scale,1
P circular economy,1
aliphatic polyesters,1
methylactate,1
Pharmaceutical residue,1
Food waste biorefinery,1
biological-matrix materials,1
hierarchical materials,1
structure–property relationships,1
lease versus sell,1
sustainable marketing strategies,1
avocado wastes/by-products,1
functional bread,1
hydration spheres,1
NaCl treatment,1
zeolite mineralogy,1
heritage landscape,1
postindustrial heritage,1
Salamanca,1
silver route,1
hierarchical clusters,1
packaging and packaging waste,1
SDG17,1
Black Soldier Fly (Hermetia illucens) larvae,1
larval fat,1
model food matrix,1
oleogel from larval fat,1
Materials selection,1
auxin,1
crambe by-product,1
mung bean,1
plant rooting,1
Chronic diseases,1
Food innovation,1
Metabolic pathway design,1
Supply chain governance,1
proton conduction,1
hygiene,1
copolymers,1
Reversible bonding,1
Chemoselective depolymerization,1
Shrimp shell waste,1
Strong acid base/organic solvent free,1
Zero-waste utilization,1
BSF larvae,1
NH<sub>3</sub>,1
damage,1
defectiveness,1
fundamental rights,1
Product liability,1
recycling behaviour,1
small-IT,1
SuperPro designer,1
Au Precipitation,1
Electronic Wastes,1
Noble Metals,1
alternative source of water,1
rainwater management,1
rainwater use,1
stormwater,1
Dynamic covalent network,1
Epoxidized natural rubber,1
Healability,1
Humidity control materials,1
Industrial silica wastes,1
beneficial decision,1
geoscientific parameters/improvements,1
implementation of CBA,1
metal ion recovery,1
mining waste management in industrial scale,1
reduce–recover–reuse wastes,1
competitive pressures,1
environmental orientation,1
regulatory pressures,1
Human space exploration,1
Life support,1
Sustainability in space,1
carbon concrete composite,1
carbon concrete construction,1
fibre composite,1
fibrous waste,1
material cycle,1
regional solution,1
Cost of Production,1
Energy Analysis,1
Energy Efficiency,1
Oil Palm,1
aluminum-based sludge,1
conditioning,1
drinking water treatment,1
Trub,1
Panel time series analysis,1
Ulva spp.,1
Diesel engine combustion,1
Pyrolysis waste plastic,1
opportunity costs,1
reuse of treated wastewater,1
supply and demand of reclaimed water,1
Amino acid biosynthesis,1
Flavoromics,1
buyer-supplier cooperation,1
buyer-supplier relationships,1
supplier assessment,1
supplier environmental evaluation,1
Sustainable Energy,1
Brine recovery,1
Climate change effects,1
Post-use wood building materials,1
Wastewater contaminants,1
alperujo,1
two-phase olive mill waste,1
Construction 4.0,1
Construction 4.0 skills,1
Production targets,1
System of systems,1
Organic fruits exocarp,1
Synergistic effect index,1
SDG'S,1
Value of remanufacturing,1
VRPs,1
xRs frameworks,1
high-biodegradability wastewaters,1
integrated wastewater treatment,1
lime precipitation,1
low-biodegradability wastewaters,1
biowaste compost,1
European Fertiliser Products Regulation 2019,1
green waste compost,1
oxygen uptake rate,1
residual biogas potential,1
Amla,1
Phyllanthus emblica,1
5Rs,1
cheese mountain products,1
code of practice,1
PDO historical practices,1
sustainable environmental policy management,1
Institutional readiness,1
Emulsan,1
Mono-rhamnolipid,1
dross inactivation,1
dross particle size,1
eco-mortar,1
anaerobic processes,1
Collective innovation,1
Initiation,1
Plausible promise,1
Belt and road initiative,1
Renewable energy resources,1
Industrial structures,1
Reconfigurable joints,1
Environment pollution,1
residual forestry biomass,1
wildfires,1
Industrial symbiotic agglomeration,1
Pollution emissions,1
Staggered difference-in-difference,1
Post-industrial plastic waste,1
Desmodesmus,1
consumer psychology,1
marketing ethics and corporate social responsibility,1
social marketing,1
construction waste recycling,1
data management platform,1
eco-design tool,1
production management and innovation,1
carbon electrode,1
Catering waste,1
Dark Fermentation,1
Photo-fenton oxidation,1
Battery circularity,1
Investment analysis,1
Circular economic ranking,1
Circular economy composite index,1
EU circular plan,1
anaerobic degradability,1
Bioenergetic culture,1
Cynara cardunculus L.,1
End of life Management,1
Road Rehabilitation,1
Change readiness,1
Item response theory,1
Acid mine water remediation,1
Passive treatment systems,1
"Multilayer waste, Delamination, Surfactants, Aluminium, Polyolefins, Polyethylene terephthalate",1
Redistribution,1
Value loops,1
explainable artificial intelligence,1
Gel,1
Low methoxyl pectin,1
Palmyra palm,1
green organizations,1
green phases,1
organizational life cycle,1
sustainable organizations,1
Eye-tracking,1
Facial microexpresion,1
Habit change,1
Dynamic,1
Polythiourethanes,1
Sulphur,1
Boundary objects,1
Urban experimentation,1
Urban vitalism,1
grain by-products,1
grain waste,1
product quality assurance,1
sustainable valorization,1
Cola nitida,1
Field replacement,1
Integrated manure–crop system,1
Manure treatment,1
reversible bonds,1
biodegradable compound,1
tri-layer film,1
Centralized bio-energy mode,1
Integrated regional planning,1
Manure & sewage management,1
circularity audit,1
End-of-life PV,1
Bottle-to-fiber,1
4D Printing,1
Soft actuators,1
Sustainable actuators,1
large household appliances,1
microalgal carotenoids,1
plant-derived colorants,1
safety concerns,1
Aloe-Vera,1
carbon composites,1
corncob,1
Recycled wood in construction,1
Steel-timber composites,1
Wood fibre,1
Wood-based hybrids,1
creep,1
deformation behavior,1
Consumer durable,1
Consumer segment,1
Hierarchical Bayes conjoint analysis,1
Heavy industry,1
Chrome-tanned solid waste,1
cross-dairy goats,1
potential litter efficiency,1
reproductive performance,1
weaning efficiency,1
circular economy business models,1
open strategy,1
Environmental accounting Circular economy Reporting Renting Sustainable finance taxonomy Financial sector,1
lithium metal oxides,1
microscopy,1
polyvinylidene fluoride binder,1
dimensional stability,1
lightweight particleboard,1
aged cells,1
pouch batteries,1
Dowex M4195,1
Cluster activities,1
Economic zones,1
Territorial spatial planning,1
trade-offs,1
carbon capture utilization and storage,1
municipal waste treatment,1
Multi-Criteria-Decision-Making (MCDM),1
Au microelectrode array,1
Electrochemically reduced graphene oxide,1
Emerging pollutant determination,1
Modified electrode,1
Decarbonising,1
Greening radiology,1
Scope 3,1
Engineered stones,1
Vegetal polyurethane resin,1
electrobiorefinery,1
Citrus fruit processing waste,1
Alginate hydrogel,1
Close loop,1
Leaching reagent reuse,1
Lithium complexes,1
animal byproducts,1
MS,1
PAPs,1
sedimentation,1
(bio)leaching,1
Calamine,1
Critical element,1
Aqueous extract,1
grey-based DEMATEL,1
innovation capability,1
producer-service enterprises,1
Enforcement and Compliance History Online (ECHO),1
LayneRT hybrid anion exchange resin,1
techno-economic assessment (TEA),1
Cr(VI) ions,1
Polydopamine,1
average loss rate,1
rigid PET packaging,1
PRISMA review,1
Economic vulnerability,1
Disposal of banknote waste,1
End-of-life banknote,1
degradation by UV exposure,1
end-of-life product recall,1
High impact poystyrene,1
material reprocessing,1
thermo-mechanical degradation,1
Bipolar membrane,1
Inorganic precipitation,1
Low-grade water electrolysis,1
As-W heteropolyacid,1
H<sub>2</sub>S precipitation,1
Separation and recovery of arsenic and tungsten,1
Tertiary amine N235,1
AI liability directive,1
Fault,1
Liability,1
Presumptions,1
Revised product liability directive,1
Fuels production,1
computed tomography,1
durability index,1
Event-related potentials,1
Household medical waste,1
Recycling decision,1
Chemisorption,1
Surface functional group,1
Synergistic co-adsorption,1
"Food, Energy, Water, and Climate Nexus",1
acetone,1
agglomerate,1
herb,1
oregano stick,1
polyvinyl,1
wood material,1
Near infrared,1
Kaempferol,1
Sustainable alternative sources,1
Therapeutic effects,1
Clogging,1
Multi-soil layering system,1
waste mobile phones,1
Game approach,1
Material and energy-driven platform,1
Mixed fruit and vegetable waste,1
Phytochemicals recovery,1
bioextractants,1
distillation process,1
hygienic disinfection,1
Lavandula angustifolia,1
Oreganum vulgare,1
Embodied carbon of concrete,1
municipal plastic waste,1
power battery,1
tripartite evolutionary game,1
green business,1
Business-to-business,1
Multi-sided platforms,1
microalgal–bacterial granular sludge,1
ecoefficiency,1
plating industry,1
anti-nutritional factor,1
fermented feed,1
laying hens,1
Metal behavior,1
energy simulation,1
zero carbon emission building,1
Gas upgrading,1
Gasification chars,1
Tar reforming,1
3D printing filament recycling,1
Closed-loop filament system,1
Environmental impact of 3D printing,1
Net zero sustainability,1
"circular economy, M-MSEs",1
Bio solid management,1
Potassium permanganate,1
Regulatory instrument,1
bottom ashes,1
freeze–thaw resistance tests,1
sustainable construction materials,1
Research publication,1
Material life cycle,1
Environment sustainability,1
Hybrid energy technologies,1
Solar photovoltaic system,1
Effective dispersion,1
Nanostructured mortar,1
Circular economy awareness,1
"Driver, challenge, Enabler, Barrier",1
Diversity profiling,1
In-silico functional gene analysis,1
Soil chemistry,1
Bone-char,1
Etherification,1
Hinselwood,1
MOF-808,1
electric vehicles (EVs),1
end-of-life (EOL) products,1
lithium–ion batteries (LIBs),1
robotic disassembly cells,1
Transformativity of practices,1
Integrated design,1
Dynamic scheduling,1
Multi-agent deep reinforcement learning,1
Stimuli-activated self-disassembly,1
"Organisation, and environment (T-O-E)",1
Mining waste trade,1
Trading platform,1
Catalyst reusing,1
Antibacterial essay,1
Bagasse ash,1
quenching and partitioning steel,1
steel sustainability,1
organic contaminants,1
scrap tires,1
tire-derived aggregate,1
Environmental life cycle costing,1
Spinning process,1
Energy policy implications,1
Local energy markets,1
Municipal sustainable development,1
Portfolio and operation optimization,1
Green ammonia,1
"Hydrogen, Rio Grande do Sul",1
celebrity,1
influencers,1
Prospective MFA,1
ground tyre rubber,1
nanofillers,1
revulcanization,1
electrical distribution systems,1
hybrid-electric aircraft,1
regional aircraft,1
bleached,1
heritage conservation,1
coal mine,1
GreenJOBS project,1
POTENTIALS project,1
virtual power plant,1
Battery packs disassembly,1
Battery packs end-of-life,1
Battery packs reuse and recycling,1
Robotics for waste treatment,1
battery remanufacturing,1
battery return stream,1
Cameroon,1
Household and non-household waste management,1
Technological lock-in,1
Waste management contracts,1
Construction carbon emissions,1
Laboratory tests,1
Material response,1
Structural engineering,1
Potentially toxic elements (PTEs),1
Bifunctional Catalysis,1
Agricultural waste valorization,1
Biochar production,1
SC resilience,1
Drinking water treatment residue,1
Historic mine sites,1
Phytostabilisation,1
Reed canary grass,1
renewable energy production,1
SD7,1
SDG6,1
Biogas systems,1
Accounting networks,1
Circular economy accounting,1
CO<sub>2</sub> indicators,1
industrialisation,1
original equipment manufacturer,1
shift,1
value-retention,1
chlorine migration,1
low-temperature pyrolysis,1
sulphur migration,1
Ecotoxicological risk assessment,1
Non-target screening,1
Water analysis,1
European member state,1
intermediary,1
Adaptive quantum particle swarm optimization algorithm,1
Hierarchical pruning,1
Prediction performance,1
short production chain,1
MDF residues,1
thermal energy storage,1
CE value chain,1
Project-as-practice,1
Public organization,1
Urban sustainability transition,1
6000 series aluminum alloy,1
formability,1
bio-active compounds,1
bivalve,1
mollusc,1
Placuna placenta,1
windowpane oyster,1
Metal and non-metal doping,1
TiO<sub>2</sub> nanocomposites,1
wastewater resource recovery facility,1
Recycled nylon fiber,1
Waste carpet fiber,1
End of life vehicle handling,1
R-concept,1
Reuse strategies,1
Indian,1
net zero manufacturing,1
Synthesis processes,1
green building materials,1
compostable biomaterials,1
"Great Lakes Region, MI, USA",1
healthy soils,1
materials’ end of life,1
nutrient support,1
sustainable feedstocks,1
NRMMs,1
Policy review,1
nano-bioremediation,1
remediation strategies,1
Industrial engineering,1
Aedes aegypti,1
house infestation index,1
evidence-based indicators,1
Baking,1
Flash profiling,1
Flour extrusion,1
Gluten-free bakery product,1
Advocacy coalition framework,1
bakery former food products,1
pig feed,1
smart applications,1
Green innovations,1
Capillary reactors,1
CO<sub>2</sub> mass transfer,1
CO<sub>2</sub> reactive absorption,1
CO<sub>2</sub> transport correlation,1
Taylor flow,1
Circular solution,1
green apparel,1
Environmental restoration,1
2023 Sustainability Agenda,1
Climate actions,1
Minimal liquid discharge,1
transformative design,1
waste crisis,1
market valorization,1
Material requirements,1
Optimization approach,1
Plastics system,1
agri-food residues,1
engineered char,1
lot size,1
Acidic dissolution,1
CO<sub>2</sub> dissolution,1
High sulfur coal fly ash,1
Seafood processing wastewater,1
battery value chain,1
global standards,1
government policies,1
DPSIR framework,1
Sustainable environmental management,1
multivariate data analysis,1
thermodynamic equilibrium,1
Ecological efficacy,1
Environmental and economic goals,1
Metal polluted wastewater,1
Passive treatment,1
Permeable reactive barrier,1
Sulphate reduction,1
Low-cost seismic isolation,1
Rolling isolation bearings,1
Informality,1
Plasma technologies,1
urban wastewater,1
concrete technology & manufacture,1
materials technology,1
UN SDG 12: Responsible consumption,1
green biomass,1
treatment process,1
End-of-life membrane recycling,1
byproduct flour,1
drying kinetic,1
flatbread,1
partial replacement,1
Multi-stakeholder study,1
Chinese WWTPs,1
energy saving and material recovery,1
A-PET films,1
degradation of properties,1
impact energy,1
tensile stress,1
Adsorptive removal,1
Biobased polyol,1
Recycled BHET,1
Thermoset polyurethane,1
Biochar surface modification,1
Mine remediation,1
Pyrolysis process optimization,1
ascorbic acid,1
Circular knowledge economy,1
Knowledge management dynamics,1
Environment performance,1
GSCM,1
Battery repurposing,1
Financial feasibility,1
CSF theory,1
TOE theory,1
hazardous wastes,1
recovery metals,1
recovery method,1
refining process,1
decoupling factor,1
managing innovative development,1
Extended theory of planned behavior (ETPB),1
Revised theory of planned behavior (RTPB),1
RMG,1
SmartPLS,1
liquefaction,1
Asteraceae,1
Capillary electrophoresis,1
Pancreatic lipase inhibitors,1
alkaline stability,1
amination syntheses,1
cationic functional group,1
chemical modification,1
electrochemical application,1
battery operational strategy,1
degradation prediction,1
electricity grid application,1
electrochemical modeling,1
Aero-suspension,1
Aluminium and copper scrap,1
Bingham plastics,1
Dense media separator,1
Powder rheology,1
indicator dashboards,1
Indices,1
Measurement epistemology,1
Theory-in-use,1
municipal waste management systems,1
organisational design,1
viable system model,1
VIPLAN,1
Cutting stock problem,1
Spatial regression,1
Fluoride adsorption,1
Rice husk biochar,1
Synthesis cost,1
Energy conversion/storage devices,1
Modification and processing methods of paper,1
Multifunctional packaging paper,1
Paper-based substrate for oil/water separation,1
Passive daytime radiating cooling,1
macromolecule deposition,1
multiwalled carbon nanotubes (MWCNTs),1
hysteresis,1
IR,1
steel and glass waste,1
Food sovereignty,1
triple planetary crisis,1
B Corps,1
B System,1
framework ReSOLVE,1
Advanced oxidation processes (AOPs),1
Gasification waste,1
Industry-to-Building,1
Inert-valorization,1
Polymer valorization methodology,1
Waste-to-By-product,1
Brassinosteroid,1
Capsaicinoids,1
Capsicum annuum L.,1
Contractor selection,1
Hydropower projects,1
Magnesium by-product,1
structure of municipal solid waste,1
waste collection and recycling,1
Canning,1
Maximum of 6 keywords),1
lithium-ion battery separator,1
poly(vinylidene fluoride),1
porous membrane,1
bean fibers,1
polycaprolactone,1
Dynamic development,1
Energy demand fluctuations,1
Multi-period location problem,1
Organic Rankine cycle,1
Waste energy reuse,1
Alternatives,1
Practice-driven institutionalism,1
Sargassum macroalgae,1
Automobile service,1
Digraph,1
HR-CS GFAAS,1
Multielement determination,1
Multivariate optimization,1
Slurry sampling,1
spent biomass,1
Environmental burdens,1
behavioral economic factors,1
conflicts,1
integrated risk management,1
personnel risks,1
scientific projects,1
uncertainty conditions,1
Online participatory urban governance,1
Potassium fertiliser,1
Protein feed,1
Multi-stage stochastic programming,1
efficiency degradation,1
gas boiler,1
learning curve,1
lifespan optimization,1
lifespan profile,1
optimal replacement,1
residential heating system,1
AI for waste management,1
Automated sorting approach,1
Circular economy in smart cities,1
Trash recycling classification,1
Waste images,1
Waste management in smart cities,1
consumer research,1
Fire safety requirements,1
Sustainable fire safety,1
Post-closure management,1
Public/private management,1
Value for money,1
air-cooled blast furnace slag (ACBFS) aggregate,1
environmentally friendly road concrete,1
granulated and ground blast furnace slag (GGBS),1
hydration activity index (HAI),1
Macroeconomic indicators,1
Chips recycling,1
F.E.M,1
Solid bonding criteria,1
Management approaches,1
Compressive performance,1
Recycled rubber,1
Ring-type steel fibre,1
Straight steel fibre,1
Reactors,1
Side stream valorization,1
People's awareness,1
sociotechnical systems,1
base metal vanadium catalysis,1
C–C cleavage,1
C–H oxidation,1
non-biodegradable plastic upcycling,1
visible light photocatalysis,1
component material category,1
product function category,1
Catalyst regulation,1
Catalytic system design,1
Photo-/electro-catalysis,1
Plastic wastes transformation,1
Automotive parts remanufacturing,1
Government regulations,1
Hybrid remanufacturing,1
Vegetable protein,1
Mean–variance analysis,1
Crushed Porcine Bone,1
Sorting centres,1
food waste percentage,1
biodegradable composite,1
macaúba epicarp,1
Fuzzy multi-objective,1
Mathematical optimisation,1
Palm oil sector,1
bio-based epoxy,1
DMA (dynamic mechanical analysis),1
Elium<sup>®</sup>,1
flax fibre composites,1
natural fibre composites (NFCs),1
recyclable polymer matrices,1
thermosets and thermoplastics,1
"Life cycle assessment, mixed microbial cultures",1
Triacylglycerides,1
horse manure,1
the theory of planned behavior,1
Aerobic composting,1
Carbonization mechanism,1
Feedstock properties,1
Traditional Chinese herb residues,1
hybrid indirect solar dryer,1
Disposing,1
agriculture waste,1
end-of-life cycle,1
green thermal insulation,1
Cymbopogon,1
LC/MS,1
ORAC,1
Chemical recycling to monomers,1
Geminal dimethyl,1
β-Polythioesters,1
Disassembling,1
Material life-cycle,1
Post-consumer glass,1
tourism research,1
Architectural Technology,1
Deep Energy Retrofit. Circularity,1
European legislative regulation,1
Paddy soil,1
eco-marketing,1
Ethylene glycol (EG),1
Hydrolytic depolymerization,1
Phase transfer catalysis (PTC),1
Polyethylene glycol (PEG),1
Terephthalic acid (TPA),1
Cleaner drug production,1
HF-LLMC,1
Process economic evaluation,1
3R’s,1
4R’s,1
Co-hydrothermal carbonization,1
Electrofuels,1
Demolition waste reuse,1
Krabi declaration,1
Krabi tourism,1
Mindful tourism,1
Construction and demolition waste recycling enterprises,1
acidity,1
Chitin nanomaterials,1
Culverts,1
Flexible structures,1
Glass reinforcement polyester,1
Model tests,1
Road loads,1
biobased materials,1
high strength,1
anaerobic membrane bioreactor,1
"instrumentation, control, and automation",1
primary sludge,1
Economic blocs,1
HCl leaching,1
NH<sub>4</sub>Cl roasting,1
Techno-economic assessment (TEA),1
Continuous illumination,1
Light/dark cycles,1
Living roof,1
Waste seashells,1
Polystyrene carbon composite foam,1
HLLW,1
nuclear reprocessing,1
rhodium,1
spent nuclear fuel,1
Empty palm oil fruit bunches,1
Road pavement,1
Organically modified montmorillonite,1
Talc,1
Waste aromatic plastics,1
climate targets,1
common agricultural policy (CAP),1
policy-making,1
Process-oriented methodology,1
algal bioactive compounds,1
brown seaweeds,1
nitrifying bacteria,1
synergistic approach,1
Production engineering management,1
Higher Education Institutions,1
Glycerol valorization,1
Light-driven catalysis,1
Selective oxidation,1
Steel industry waste,1
Disruption,1
Contact-rich manipulation,1
Reinforcement learning,1
and governance (ESG) factors,1
denim industry,1
science based targets initiative (SBTI),1
Fibre reinforced recycled aggregate concrete,1
Post cracking,1
Recycled macro polypropylene fibre,1
Human centricity,1
Industry 5.0 technologies,1
Manufacturing resilience,1
salvage value,1
digitality,1
dissipative structure,1
Nokia,1
relationality,1
smart circular city,1
spatiality,1
tampere,1
Washing machine effluent,1
substitutability,1
encapsulating agent,1
Hydropower,1
Nuclear,1
Renewable energy power,1
semi-arid ecosystems,1
soil restauration,1
Machine-Learning,1
Maintenance Cost,1
Monte Carlo Simulation,1
Lifetime estimation,1
Multi-layer pipe,1
Initiative,1
multiple correspondence analysis,1
Sustainable Developments Goals,1
Multiscale,1
reservoir sediments,1
sediment valorisation,1
Cellic CTec2,1
Active users,1
Distributed production,1
Makers,1
Open design,1
Value creation networks,1
Thin film composite polyamide membranes,1
academia,1
applied research,1
P intensification,1
Microcharacterisation,1
NaOH molarity,1
Construction demolition waste,1
Cobalamin,1
Green Deal Implementations,1
Reuse of process water,1
organizations,1
Li ion batteries recycling,1
PVDF and plastics recovery,1
Institutional sustainability,1
Concentrated vinasse,1
Solid winery waste,1
Waste to energy (WtE),1
vegan emulsion,1
Systems modeling,1
Pulp mill waste utilization,1
Waste-derived alkali-activator,1
Associates,1
Practises,1
developed and developing countries,1
policies and regulations,1
fresh properties,1
hardened properties,1
recycled cement,1
TARC,1
Regulatory measures,1
Sanitation economy,1
Sanitation systems,1
Critical and non-critical materials,1
Secondary material supply,1
Graphene flakes,1
Silica particles,1
Agave bagasse reuse,1
Cold milling,1
Post-harvesting waste,1
Sustainable additive manufacturing,1
information diffusion,1
Chandannagar,1
Ragpickers,1
Social stakeholders,1
West Bengal,1
Concrete construction,1
Permeable concrete,1
Photocatalytic concrete,1
Self-healing concrete,1
Industrial dynamics,1
Industry evolution,1
physical and chemical properties,1
Plastics regulation,1
Diatomite,1
Waste cooking fat,1
Waste surgical mask,1
rhizospheric bacteria,1
Community of practice,1
Re-generation and values,1
Agriculture sustainability,1
Economic balance,1
Ilex paraguariensisA. St. Hil,1
Ashbya gossypii,1
bio-jet fuel,1
Electroanalysis,1
Grey VIKOR,1
Regeneration of cathode material,1
Selective sulfidation,1
Spent lithium battery,1
Plant residues,1
Magnetic force,1
Oxyanions,1
catalyst extraction,1
complexing polymers,1
palladium recycling,1
shift-share analysis,1
structural change,1
Soil microbial respiration,1
Soil microorganisms,1
Stimuli-sensitive coatings,1
Circular economy·Rapeseed meal·Biomass·Thermochemical conversion·Pyrolysis,1
discarded zinc batteries,1
complex quality method,1
microlevel,1
quality indicator,1
trimmed mean,1
saline stress,1
Customer order decoupling point,1
Outcomes,1
discourses of repair,1
repair online community,1
Tourism waste management,1
Waste Metrics,1
avocado leaves,1
Product family design,1
Content,1
Plant growth-stimulating bacteria (PGPB),1
Synthetic consortium,1
Bibliometrix®,1
Customers' perspective,1
ecosystem mapping,1
multi-actor collaboration,1
SO<sub>X</sub> reduction,1
hotspots,1
Pragmatist philosophy,1
Co-product,1
Functionality orientation,1
Green certification,1
agroforestry waste,1
Lean philosophy,1
Partitions,1
Biosolids biochar,1
Cation exchange,1
Functional groups,1
Emission factor,1
Source emission,1
earthworm compost,1
nursery sustainability,1
peat substitution,1
carbon-based electrode,1
low-cost catalyst,1
Selective dispersion,1
Inorganic fertilizers,1
Qualitative assessment,1
adaptive DEMATEL,1
fuel cell electric vehicles (FCEVs),1
hydrogen vehicle safety,1
green architecture,1
antibiotic resistance,1
reuse quality criteria,1
Forestry wastes,1
Hydrochar pellets,1
Microcomputed tomography,1
CaO,1
Regulation 2020/741,1
Customers),1
Inputs,1
Outputs,1
SIPOC (suppliers,1
biomass retrofitting,1
sustainable value chain,1
technology selection,1
lactic acid production,1
recycling of spent coffee grounds,1
"Aeroponics, Circular economy",1
Ionic network,1
Molecular dynamics,1
Nitrile rubber,1
Circular business strategies,1
Circularity transition pathways,1
Benzyl alcohol,1
ELF,1
Central-composite design,1
Plackett-Burman design,1
Separator,1
Soy protein,1
legal reform,1
Conventional heating,1
Microzonal carbon,1
Waste hard rubber,1
Biopolymer synthesis,1
Renewable feedstock,1
Mono-digestion,1
valorization of olive mill wastewater,1
lightweight composite,1
linear extrusion,1
red clay brick waste,1
edible,1
valorisation of food residue,1
vegan,1
phenolic compounds potential,1
potential antimicrobial compounds,1
robust antioxidant properties,1
Sustainable supply chain management and design,1
Willingness to use,1
Glycerol purification,1
Multiphase flow,1
Food-water-energy nexus,1
Living laboratory,1
heavy metals removal,1
waste tires,1
waste tires adsorbents,1
waste tires disposal methods,1
ballasted track,1
railway track,1
subsoil,1
substructure,1
interactive behavior,1
public participation,1
rural environmental governance,1
multilayer construction,1
transmission loss,1
automotive plastics recycling,1
climate change impact,1
incentivization,1
Pre-lithiation,1
Si–C Composite anode,1
Titration gas chromatography,1
flared gas,1
renewable gas,1
shale gas,1
Concentration efficiency,1
Functionally graded foam,1
Thermo-mechanical properties,1
Aquafaba,1
revalorisation,1
soybean: upcycling,1
vegan food,1
vegetarian food,1
